customer_id,age,region,employment_type,industry,vintage,annual_income,bureau_score,dti,utilization,ltv,ead,lgd_actual,pd_score,default_flag,month
27,37,North,Salaried,Manufacturing,2025Q3,43004.0,748.0,30.41,35.75,75.49,122067.0,0.323,0.2528,0,2026_01
28,33,South,Salaried,Manufacturing,2025Q3,83691.51,720.0,42.58,37.07,89.0,57217.0,0.2056,0.47475,0,2026_01
29,68,East,SelfEmployed,Transport,2024Q4,135206.0,793.0,43.16,87.44,80.36,50321.0,0.4284,0.81382,0,2026_01
30,62,North,Salaried,Transport,2024Q4,62169.0,662.0,51.12,92.8,92.86,55773.0,0.2413,0.94383,0,2026_01
31,47,East,Salaried,Construction,2025Q1,61567.52,697.0,51.27,85.83,81.85,21615.0,0.2556,0.89929,0,2026_01
32,22,North,Salaried,Construction,2025Q3,74988.0,769.0,57.39,94.84,56.39,117955.0,0.1981,0.8837,0,2026_01
33,54,North,Salaried,Retail,2025Q2,119243.0,660.0,11.5,83.2,70.12,184415.0,0.05,0.55179,0,2026_01
34,51,West,Salaried,Healthcare,2024Q4,38690.0,767.0,66.62,68.39,65.19,66534.0,0.1916,0.82768,0,2026_01
35,43,West,Salaried,Construction,2025Q3,99246.0,768.0,14.2,31.44,71.13,316486.0,0.3629,0.10407,0,2026_01
36,27,West,Salaried,Retail,2025Q4,68227.0,727.0,38.57,90.77,71.46,492995.0,0.494,0.81573,0,2026_01
37,58,South,Salaried,IT,2025Q1,67939.7446,701.0,65.17,83.9,78.62,135884.0,0.2859,0.93444,1,2026_01
38,53,North,Business,Manufacturing,2024Q4,54746.0,674.0,39.26,26.67,44.57,45741.0,0.2668,0.20244,1,2026_01
39,32,East,SelfEmployed,Healthcare,2024Q4,73776.0,670.0,13.82,49.02,81.07,40105.0,0.3424,0.29403,0,2026_01
40,65,South,Business,Retail,2025Q2,54635.979999999996,727.0,23.75,11.31,47.91,125725.0,0.3414,0.0558,0,2026_01
41,32,North,SelfEmployed,Transport,2024Q4,66442.0,552.0,44.72,90.8,41.44,152862.0,0.3433,0.8659,0,2026_01
42,39,South,Salaried,IT,2025Q3,19700.0,679.0,15.27,56.55,68.54,46176.0,0.4774,0.31087,1,2026_01
43,29,North,Salaried,Manufacturing,2025Q3,36652.0,672.0,35.42,27.07,71.98,32478.0,0.313,0.27454,0,2026_01
44,30,West,Salaried,IT,2025Q3,88418.0,656.0,29.75,31.32,41.92,22082.0,0.2913,0.16881,0,2026_01
45,37,South,Salaried,Retail,2025Q4,109882.66,720.0,58.91,93.26,68.35,35223.0,0.3516,0.92189,1,2026_01
46,60,East,Salaried,Construction,2025Q4,160746.0,629.0,16.61,60.41,69.4,54571.0,0.4282,0.40996,0,2026_01
47,59,South,Salaried,Manufacturing,2024Q4,101567.29,776.0,50.97,42.86,42.89,156895.0,0.6936,0.34566,0,2026_01
48,61,South,Salaried,IT,2025Q4,66126.005,760.0,34.4,49.99,79.14,48976.0,0.5595,0.42321,0,2026_01
49,30,South,Salaried,Construction,2025Q4,29952.864999999998,785.0,45.27,13.87,51.57,8542.0,0.3796,0.12824,0,2026_01
50,32,North,Salaried,Healthcare,2025Q2,93494.0,681.0,22.33,11.75,83.7,46228.0,0.2885,0.12184,0,2026_01
51,35,West,Salaried,Retail,2025Q4,43687.0,721.0,46.58,58.34,57.1,57919.0,0.3397,0.57143,0,2026_01
52,51,West,SelfEmployed,Retail,2025Q1,58624.58,755.0,50.44,51.08,66.28,57037.0,0.2694,0.55443,0,2026_01
53,35,West,Salaried,Manufacturing,2025Q1,100107.98,703.0,14.21,37.32,89.05,11987.0,0.376,0.21438,0,2026_01
54,48,West,Salaried,IT,2025Q1,85607.9,679.0,59.46,55.95,84.34,57595.0,0.3887,0.81525,0,2026_01
55,24,East,Salaried,Healthcare,2024Q4,56773.0,717.0,61.68,11.54,83.0,184246.0,0.4233,0.40835,0,2026_01
56,56,West,Salaried,Transport,2025Q3,37340.0,699.0,13.81,89.96,48.82,52770.0,0.114,0.50006,0,2026_01
57,21,North,Salaried,Manufacturing,2025Q2,85306.0,651.0,46.19,31.43,42.65,45599.0,0.245,0.30677,0,2026_01
58,64,North,Salaried,Transport,2024Q4,88392.0,579.0,45.64,11.46,73.32,42595.0,0.5243,0.32357,0,2026_01
59,54,North,Salaried,Manufacturing,2025Q3,117597.0,659.0,10.75,20.26,62.59,81410.0,0.2178,0.07656,0,2026_01
60,67,South,Salaried,IT,2025Q2,19700.0,580.0,30.54,13.59,90.0,25177.0,0.2579,0.26853,0,2026_01
61,37,South,Business,Healthcare,2025Q2,81710.675,662.0,68.14,21.07,59.23,33076.0,0.3111,0.51142,0,2026_01
62,59,South,Business,IT,2025Q2,101375.215,788.0,43.33,42.51,62.58,160406.0,0.5206,0.34296,0,2026_01
63,58,West,Salaried,Retail,2025Q1,68104.12,608.0,65.99,71.42,68.93,116979.0,0.4296,0.91474,0,2026_01
64,64,South,Salaried,Transport,2025Q1,38693.0852,735.0,50.54,29.51,83.8,50026.0,0.3166,0.44787,0,2026_01
65,53,South,SelfEmployed,Construction,2025Q1,54906.264,777.0,11.7,44.23,54.76,102789.0,0.2947,0.10745,0,2026_01
66,41,South,Salaried,Retail,2025Q2,79720.975,624.0,14.66,88.59,91.8,38416.0,0.2681,0.75829,0,2026_01
67,46,North,Salaried,Retail,2025Q2,67825.0,809.0,53.33,31.62,69.7,38083.0,0.1993,0.35954,0,2026_01
68,66,West,Salaried,Transport,2025Q1,85845.06,706.0,43.27,76.52,86.25,37545.0,0.2526,0.81891,1,2026_01
69,56,North,Business,Manufacturing,2025Q2,111984.0,785.0,17.63,19.2,68.91,24371.0,0.5613,0.06911,0,2026_01
70,25,West,Salaried,Retail,2025Q1,68616.66,725.0,46.84,21.05,82.46,68439.0,0.5287,0.33159,0,2026_01
71,53,West,Salaried,Healthcare,2025Q1,108283.14,685.0,58.62,46.05,42.83,294524.0,0.3088,0.54897,0,2026_01
72,21,North,SelfEmployed,Retail,2025Q1,75566.81999999999,550.0,55.18,26.07,83.96,18064.0,0.2907,0.64682,0,2026_01
73,26,North,Salaried,Healthcare,2025Q3,88473.0,649.0,24.77,86.27,68.82,238042.0,0.4869,0.72028,0,2026_01
74,57,West,Salaried,IT,2025Q2,77072.0,747.0,25.49,9.57,64.72,10932.0,0.2775,0.07151,0,2026_01
75,22,East,Business,Manufacturing,2024Q4,89121.0,795.0,68.07,58.75,46.14,103711.0,0.43,0.68047,0,2026_01
76,25,East,Salaried,Healthcare,2025Q1,91599.62,633.0,63.24,59.38,80.79,19930.0,0.2172,0.87043,1,2026_01
77,46,West,Salaried,Retail,2024Q4,96045.0,707.0,29.1,10.94,47.21,104592.0,0.3703,0.07333,0,2026_01
78,61,North,Salaried,Manufacturing,2025Q3,80081.0,685.0,59.44,70.93,50.58,41397.0,0.2934,0.79957,0,2026_01
79,67,South,Salaried,Manufacturing,2025Q2,19700.0,733.0,19.7,47.2,46.95,120898.0,0.4051,0.16541,0,2026_01
80,33,North,Salaried,Healthcare,2025Q1,92990.24,715.0,21.81,70.08,40.36,41634.0,0.5049,0.33891,0,2026_01
81,32,West,Salaried,Healthcare,2025Q1,30128.14,690.0,20.87,79.42,76.41,103289.0,0.2774,0.61873,0,2026_01
82,25,East,Salaried,Construction,2025Q1,63531.44,745.0,15.26,34.06,54.9,62850.0,0.2221,0.09683,0,2026_01
83,22,South,SelfEmployed,Construction,2024Q4,19915.715,672.0,61.28,48.6,48.22,170363.0,0.3142,0.64061,1,2026_01
84,24,North,Salaried,Manufacturing,2025Q3,122464.0,711.0,44.73,28.47,57.6,63834.0,0.5105,0.28083,0,2026_01
85,47,South,Salaried,Transport,2025Q2,89076.505,752.0,25.54,23.14,67.45,84520.0,0.3659,0.12088,1,2026_01
86,30,South,Salaried,Transport,2025Q3,70777.175,670.0,60.92,5.05,67.69,76028.0,0.341,0.31372,0,2026_01
87,33,East,SelfEmployed,Construction,2025Q1,113163.54,690.0,58.16,91.73,60.2,134740.0,0.4885,0.91136,0,2026_01
88,64,East,Salaried,Retail,2025Q3,93301.0,679.0,16.06,44.68,67.22,140282.0,0.4122,0.22068,0,2026_01
89,22,West,Salaried,IT,2024Q4,83115.0,735.0,48.65,6.18,63.5,74991.0,0.6285,0.16334,0,2026_01
90,46,South,Salaried,Manufacturing,2025Q4,88530.815,729.0,53.31,5.8,85.25,21686.0,0.2191,0.27288,0,2026_01
91,35,North,Salaried,IT,2025Q4,70448.0,682.0,52.95,30.95,41.63,36847.0,0.3489,0.33746,0,2026_01
92,66,East,Salaried,Construction,2025Q2,49008.0,729.0,53.39,6.25,87.74,126303.0,0.1841,0.28728,1,2026_01
93,30,West,SelfEmployed,Healthcare,2025Q2,104022.0,555.0,20.17,38.71,53.42,24661.0,0.2191,0.25057,0,2026_01
94,42,East,Salaried,Manufacturing,2025Q3,78226.0,756.0,28.91,10.66,79.7,43554.0,0.5076,0.10884,0,2026_01
95,60,West,Salaried,Construction,2025Q2,36022.0,759.0,60.65,8.53,62.28,47569.0,0.2417,0.24602,0,2026_01
96,45,South,Salaried,Retail,2024Q4,91293.74,682.0,63.9,65.24,56.19,61902.0,0.5379,0.81471,0,2026_01
97,35,South,SelfEmployed,Manufacturing,2025Q1,78209.5713,671.0,26.75,86.62,73.84,56014.0,0.217,0.74295,0,2026_01
98,33,South,Salaried,Manufacturing,2025Q1,118244.42349999999,707.0,11.38,41.84,82.29,74786.0,0.3389,0.19837,0,2026_01
99,28,North,Salaried,Transport,2025Q3,86713.0,660.0,61.59,80.31,64.75,34467.0,0.2067,0.90369,0,2026_01
100,41,North,Salaried,Healthcare,2025Q1,49464.52,668.0,32.63,7.63,65.66,39625.0,0.4286,0.12076,0,2026_01
101,41,North,Salaried,Manufacturing,2025Q3,35246.0,727.0,29.77,74.99,43.24,252530.0,0.3745,0.47404,0,2026_01
102,42,East,Salaried,Healthcare,2025Q2,111607.0,754.0,30.82,10.65,90.82,194370.0,0.5009,0.14348,0,2026_01
103,66,South,Salaried,Construction,2025Q2,77232.865,727.0,34.94,80.46,86.58,104313.0,0.4513,0.77106,0,2026_01
104,53,South,Salaried,Retail,2024Q4,57479.674999999996,850.0,32.7,84.41,61.89,112022.0,0.3648,0.57094,0,2026_01
105,65,West,Salaried,Retail,2025Q1,60767.84,779.0,43.99,75.74,82.07,87462.0,0.3638,0.75668,0,2026_01
106,47,North,Salaried,Manufacturing,2024Q4,112459.0,750.0,14.74,78.87,57.23,69588.0,0.1982,0.39238,0,2026_01
107,60,South,Salaried,Manufacturing,2025Q4,90418.075,748.0,68.29,55.53,80.17,39281.0,0.3958,0.81842,0,2026_01
108,42,West,Salaried,Construction,2024Q4,107429.0,715.0,66.19,28.84,68.42,199073.0,0.3384,0.55985,0,2026_01
109,50,North,SelfEmployed,Transport,2025Q3,86130.0,738.0,66.06,62.89,65.34,266875.0,0.4291,0.80893,1,2026_01
110,29,North,Business,Transport,2025Q3,59084.0,721.0,62.76,44.56,43.11,48977.0,0.4399,0.54607,0,2026_01
111,65,South,Business,Transport,2024Q4,122794.04,768.0,49.62,5.48,93.1,155492.0,0.2729,0.23905,0,2026_01
112,55,North,SelfEmployed,Healthcare,2025Q2,70224.0,695.0,23.27,47.91,86.06,53058.0,0.2632,0.37866,0,2026_01
113,38,West,Salaried,Transport,2025Q4,100110.0,692.0,12.97,63.61,83.64,41216.0,0.3592,0.40923,0,2026_01
114,62,West,SelfEmployed,Retail,2024Q4,107105.0,775.0,15.96,6.25,56.77,52667.0,0.3186,0.03241,0,2026_01
115,25,East,Salaried,Healthcare,2025Q2,80157.0,685.0,29.44,60.92,55.93,54877.0,0.1748,0.43541,1,2026_01
116,47,West,Salaried,Construction,2024Q4,52169.0,658.0,40.23,63.73,71.53,108511.0,0.2296,0.68095,0,2026_01
117,26,West,Salaried,Retail,2025Q1,61785.08,669.0,69.6,19.23,86.54,52115.0,0.479,0.63553,0,2026_01
118,52,North,Salaried,Retail,2025Q3,96930.0,751.0,36.13,43.8,91.4,129448.0,0.4038,0.45062,0,2026_01
119,28,West,SelfEmployed,IT,2025Q1,91479.08,850.0,41.48,91.79,54.79,42668.0,0.3468,0.6972,1,2026_01
120,59,South,Salaried,Construction,2025Q1,108612.66010000001,661.0,51.71,84.58,73.41,68235.0,0.5,0.8942,1,2026_01
121,41,West,Salaried,Construction,2025Q4,108482.0,745.0,20.84,41.97,79.81,32196.0,0.3426,0.23736,0,2026_01
122,38,West,Business,IT,2025Q2,56176.0,718.0,65.97,36.49,52.45,28556.0,0.4348,0.55113,0,2026_01
123,34,South,Salaried,Healthcare,2025Q3,114349.635,772.0,41.74,16.17,62.41,91962.0,0.3456,0.15256,0,2026_01
124,35,North,Salaried,Transport,2025Q1,53259.08,745.0,26.58,8.17,50.31,76724.0,0.3573,0.05463,0,2026_01
125,62,North,Business,Transport,2025Q3,94870.0,775.0,66.11,31.77,78.44,51528.0,0.727,0.578,0,2026_01
126,46,South,Salaried,Transport,2025Q2,138428.945,726.0,47.53,89.63,87.51,37170.0,0.2667,0.89755,0,2026_01
127,64,West,Salaried,Transport,2024Q4,87812.0,664.0,39.02,91.28,88.26,31551.0,0.4161,0.89248,1,2026_01
128,52,West,Salaried,Transport,2025Q1,34819.4,673.0,44.81,78.13,76.85,91385.0,0.4135,0.83014,1,2026_01
129,59,North,Salaried,IT,2025Q2,71853.0,722.0,54.9,36.57,59.09,43890.0,0.488,0.45688,1,2026_01
130,48,South,SelfEmployed,Construction,2025Q3,132355.435,736.0,19.27,17.93,76.36,223391.0,0.3413,0.09687,0,2026_01
131,59,South,Salaried,Healthcare,2025Q2,73700.655,689.0,61.89,58.6,87.53,80821.0,0.5901,0.8486,0,2026_01
132,63,North,Salaried,Retail,2024Q4,113175.0,821.0,67.57,63.19,74.42,103379.0,0.3067,0.79781,0,2026_01
133,52,North,Salaried,Transport,2025Q2,56084.0,762.0,44.02,43.21,62.71,191810.0,0.2962,0.38119,0,2026_01
134,33,South,Salaried,IT,2025Q3,70041.38,595.0,50.94,67.25,90.59,40072.0,0.4512,0.88227,0,2026_01
135,35,West,Business,Healthcare,2025Q1,73114.86,703.0,61.59,72.2,85.94,97977.0,0.4976,0.89719,0,2026_01
136,38,South,Salaried,Healthcare,2025Q1,124304.57689999999,653.0,32.49,75.48,88.53,101696.0,0.2003,0.77554,0,2026_01
137,59,South,Salaried,Healthcare,2025Q4,71266.72,815.0,69.57,50.21,89.68,49837.0,0.2576,0.7812,0,2026_01
138,26,East,Salaried,IT,2025Q3,32864.0,588.0,50.83,76.25,61.66,24443.0,0.3705,0.86039,1,2026_01
139,31,South,Salaried,Retail,2025Q4,137456.75,733.0,35.44,7.29,87.28,15821.0,0.4214,0.15447,0,2026_01
140,52,West,Business,Transport,2025Q4,85687.0,717.0,50.64,66.24,71.37,37952.0,0.5118,0.74797,0,2026_01
141,60,West,Salaried,Healthcare,2024Q4,96367.0,755.0,41.3,26.21,42.1,156394.0,0.3638,0.15828,0,2026_01
142,40,South,Salaried,IT,2025Q3,39231.565,728.0,16.7,29.35,74.97,41406.0,0.4885,0.13158,0,2026_01
143,53,South,Salaried,Construction,2025Q1,83444.39319999999,824.0,57.75,13.22,65.88,140304.0,0.1336,0.22255,0,2026_01
144,60,South,SelfEmployed,IT,2025Q3,79269.845,760.0,43.86,22.32,55.13,42009.0,0.2059,0.18681,0,2026_01
145,28,South,Salaried,IT,2024Q4,55006.34,609.0,57.75,94.28,93.37,73932.0,0.3491,0.96775,0,2026_01
146,55,North,SelfEmployed,IT,2025Q3,96699.0,787.0,19.29,42.39,43.03,103795.0,0.4753,0.10681,0,2026_01
147,25,East,Salaried,Healthcare,2025Q3,37341.0,721.0,42.3,88.5,92.02,147421.0,0.3113,0.88079,0,2026_01
148,55,South,SelfEmployed,IT,2025Q4,54831.995,787.0,56.0,19.66,48.76,51899.0,0.3151,0.21987,0,2026_01
149,67,North,Salaried,Construction,2025Q3,110299.0,693.0,69.3,23.37,60.73,45749.0,0.3958,0.52396,0,2026_01
150,34,South,Salaried,Healthcare,2025Q4,60926.19,652.0,63.06,55.2,62.95,17927.0,0.3227,0.78528,0,2026_01
151,41,West,Salaried,Construction,2025Q4,67666.0,641.0,61.86,36.46,80.21,53055.0,0.5184,0.7073,0,2026_01
152,67,North,Salaried,Manufacturing,2025Q2,82250.0,768.0,24.85,62.95,51.86,732720.0,0.3619,0.31034,0,2026_01
153,44,North,Business,IT,2024Q4,70701.0,754.0,60.28,42.98,94.24,61533.0,0.6451,0.71107,1,2026_01
154,37,South,SelfEmployed,Transport,2025Q4,95812.92,677.0,20.16,78.04,81.2,26501.0,0.3682,0.63293,0,2026_01
155,38,West,Salaried,Transport,2025Q3,84399.0,563.0,21.89,43.84,83.45,64476.0,0.3045,0.43921,0,2026_01
156,54,North,Salaried,Healthcare,2025Q4,42334.0,770.0,16.61,56.51,45.85,120357.0,0.3607,0.17434,0,2026_01
157,32,East,Salaried,Transport,2025Q4,61628.0,598.0,61.46,33.9,66.2,47134.0,0.4813,0.65784,0,2026_01
158,36,West,SelfEmployed,Healthcare,2025Q4,58924.0,830.0,16.5,68.36,92.01,33488.0,0.3303,0.40062,0,2026_01
159,24,North,Salaried,IT,2025Q1,67046.7,631.0,18.29,63.93,54.85,424558.0,0.05,0.39013,0,2026_01
160,45,East,Salaried,Retail,2025Q1,81143.02,711.0,24.75,40.73,48.0,94881.0,0.2931,0.17638,0,2026_01
161,54,South,Salaried,Retail,2025Q1,84615.3021,723.0,44.36,29.84,66.7,213660.0,0.0719,0.31687,0,2026_01
162,48,East,Salaried,Construction,2025Q1,20385.96,730.0,62.81,60.27,91.17,55259.0,0.4119,0.85077,1,2026_01
163,66,East,Salaried,IT,2025Q2,105626.0,728.0,35.09,89.88,66.77,253059.0,0.2155,0.76811,0,2026_01
164,31,South,Salaried,Transport,2025Q4,76562.08,717.0,42.78,16.94,62.27,138026.0,0.3557,0.19468,0,2026_01
165,33,North,Salaried,IT,2025Q2,51990.0,686.0,19.99,76.92,75.76,104592.0,0.1734,0.58602,0,2026_01
166,51,West,Business,Manufacturing,2025Q3,103808.0,698.0,25.96,53.87,91.53,30942.0,0.3398,0.4904,0,2026_01
167,45,South,Salaried,Retail,2024Q4,26949.6,674.0,18.04,52.3,42.7,43695.0,0.3704,0.20781,0,2026_01
168,59,North,Salaried,Transport,2025Q2,40607.0,716.0,34.6,91.55,48.44,100212.0,0.2907,0.71582,0,2026_01
169,30,North,Salaried,Retail,2025Q1,130564.42,614.0,45.42,59.53,47.3,57349.0,0.3446,0.626,0,2026_01
170,44,East,SelfEmployed,IT,2025Q1,81984.84,727.0,27.04,79.75,44.69,94919.0,0.148,0.49815,0,2026_01
171,21,East,Salaried,Transport,2025Q3,61569.0,705.0,60.76,51.3,56.62,52379.0,0.3554,0.66788,0,2026_01
172,45,North,Salaried,Construction,2025Q4,82712.0,756.0,68.87,27.49,52.61,98228.0,0.2734,0.45685,0,2026_01
173,48,South,Salaried,IT,2024Q4,74329.08499999999,693.0,17.21,67.5,70.18,46227.0,0.3606,0.42704,0,2026_01
174,56,North,Salaried,Construction,2025Q2,80894.0,743.0,11.07,88.09,58.0,100226.0,0.3356,0.45258,0,2026_01
175,38,East,Salaried,Transport,2025Q4,92228.0,740.0,57.39,80.71,62.29,36100.0,0.3213,0.84511,1,2026_01
176,26,North,SelfEmployed,Retail,2025Q4,75049.0,702.0,21.44,22.85,91.8,57529.0,0.2963,0.18344,0,2026_01
177,22,East,SelfEmployed,Manufacturing,2025Q2,88867.0,729.0,31.19,33.52,48.56,62912.0,0.3828,0.16792,0,2026_01
178,23,South,Salaried,Healthcare,2025Q2,74908.265,636.0,33.65,51.52,61.37,38899.0,0.5501,0.46467,0,2026_01
179,66,West,Salaried,Retail,2025Q2,59478.0,784.0,65.0,56.44,54.14,46667.0,0.334,0.67467,0,2026_01
180,28,North,Business,Construction,2025Q2,52348.0,680.0,49.53,22.44,70.2,88969.0,0.4149,0.35674,0,2026_01
181,51,South,Salaried,IT,2025Q1,109056.6981,700.0,12.44,25.7,80.5,120029.0,0.5378,0.11897,0,2026_01
182,68,North,SelfEmployed,Transport,2025Q4,96185.0,652.0,10.89,73.29,84.93,87160.0,0.3983,0.52803,0,2026_01
183,39,West,Salaried,Retail,2025Q4,105927.0,668.0,21.97,70.73,68.34,104269.0,0.4405,0.52813,0,2026_01
184,26,West,Business,Manufacturing,2025Q1,78492.12,800.0,29.09,80.53,87.02,77658.0,0.2471,0.66165,0,2026_01
185,34,South,SelfEmployed,Transport,2025Q4,84357.37,718.0,39.07,88.96,83.18,44962.0,0.3934,0.8466,0,2026_01
186,23,East,Business,Construction,2025Q2,75541.0,694.0,60.27,32.74,48.64,21833.0,0.3923,0.45476,0,2026_01
187,68,West,Salaried,Transport,2024Q4,108937.0,693.0,28.89,82.36,53.5,50479.0,0.5632,0.62068,0,2026_01
188,21,East,Salaried,Transport,2025Q4,71379.0,710.0,32.59,64.94,76.94,67162.0,0.2003,0.58975,0,2026_01
189,64,South,Business,IT,2024Q4,54568.015,750.0,29.76,91.2,93.61,47124.0,0.6108,0.81144,1,2026_01
190,50,North,Salaried,Healthcare,2024Q4,93032.0,721.0,10.54,29.49,60.69,216859.0,0.488,0.08194,0,2026_01
191,66,North,Salaried,Construction,2025Q1,74673.06,722.0,67.31,29.27,52.64,88741.0,0.4659,0.49114,0,2026_01
192,39,West,SelfEmployed,IT,2025Q3,86248.0,659.0,18.34,68.39,87.8,68592.0,0.2122,0.56977,0,2026_01
193,39,West,SelfEmployed,Healthcare,2025Q4,97778.0,694.0,27.26,88.56,50.98,107253.0,0.2414,0.64856,0,2026_01
194,29,East,Business,IT,2025Q1,64211.56,719.0,17.76,79.21,78.36,301257.0,0.425,0.56434,0,2026_01
195,27,South,Salaried,Healthcare,2025Q1,71940.91309999999,708.0,39.43,70.43,41.88,60049.0,0.1003,0.54913,0,2026_01
196,66,South,SelfEmployed,Healthcare,2024Q4,71156.4,687.0,65.93,39.86,41.04,37236.0,0.1693,0.55825,1,2026_01
197,57,East,SelfEmployed,Healthcare,2025Q4,112170.0,682.0,16.04,69.6,64.84,91610.0,0.4455,0.41936,0,2026_01
198,61,West,Salaried,IT,2025Q1,78750.84,734.0,36.45,77.1,76.11,32712.0,0.4928,0.71309,0,2026_01
199,27,West,Salaried,Transport,2025Q2,83909.0,735.0,11.34,72.8,47.83,37521.0,0.6071,0.27666,0,2026_01
200,29,West,Salaried,Healthcare,2025Q1,50067.22,764.0,56.25,65.91,82.01,198155.0,0.3099,0.79443,1,2026_01
201,24,East,Salaried,Transport,2025Q2,98270.0,721.0,48.47,9.24,47.08,181147.0,0.246,0.14287,0,2026_01
202,45,North,Business,Construction,2025Q3,90703.0,596.0,51.98,64.37,69.35,115286.0,0.2579,0.82008,0,2026_01
203,69,North,Salaried,Manufacturing,2025Q2,59119.0,840.0,38.34,48.05,56.96,96077.0,0.4042,0.27418,0,2026_01
204,32,West,SelfEmployed,Transport,2025Q2,128075.0,710.0,64.46,91.54,81.37,31110.0,0.3259,0.95025,0,2026_01
205,26,East,Business,Manufacturing,2024Q4,88430.0,687.0,34.57,59.65,84.23,41521.0,0.1874,0.61733,1,2026_01
206,38,North,Salaried,Healthcare,2025Q1,63121.799999999996,707.0,40.85,59.74,43.64,184632.0,0.413,0.46821,0,2026_01
207,60,North,SelfEmployed,Manufacturing,2025Q3,79929.0,688.0,51.72,94.46,50.59,51285.0,0.2269,0.87714,1,2026_01
208,41,East,Salaried,Manufacturing,2025Q1,69370.28,665.0,41.23,13.42,89.1,41775.0,0.4394,0.29197,0,2026_01
209,35,North,SelfEmployed,Healthcare,2025Q2,118597.0,744.0,21.36,29.87,62.86,64026.0,0.4347,0.12316,0,2026_01
210,23,North,Salaried,Transport,2025Q2,103330.0,702.0,29.02,64.05,66.22,109527.0,0.3144,0.49608,0,2026_01
211,22,South,Business,Healthcare,2025Q1,88181.1203,705.0,15.54,33.37,49.24,63244.0,0.3843,0.09965,0,2026_01
212,61,East,Salaried,Construction,2025Q3,122921.0,572.0,35.96,36.15,94.72,64564.0,0.315,0.56724,0,2026_01
213,60,East,Salaried,Retail,2025Q3,54044.0,698.0,46.56,85.34,90.77,15920.0,0.3415,0.89399,1,2026_01
