customer_id,age,income,region,occupation,score,target,ead,shap_age,shap_income,shap_region,shap_occupation
100174,32,60188,North,Salaried,0.16058795610414334,0,81995,-0.05,-0.1,0.02,0.03
100175,35,73173,East,Business,0.44522696032417564,0,190054,-0.05,-0.1,0.02,0.03
100176,26,30178,West,SelfEmp,0.888595306744779,0,472619,0.55,0.35,0.22,0.3
100177,22,43727,West,SelfEmp,0.6627391634196333,1,458712,0.55,0.35,0.22,0.3
100178,27,42893,West,SelfEmp,0.7100596820194547,0,492620,0.55,0.35,0.22,0.3
100179,62,147547,East,Business,0.6941173613779227,0,524775,-0.05,-0.12,0.15,0.18
100180,69,139543,East,Business,0.498930405151248,0,626561,-0.05,-0.12,0.15,0.18
100181,36,57524,South,Salaried,0.6120270214237006,0,229339,0.3,0.25,0.18,0.08
100182,61,76533,East,Salaried,0.1668553447113025,1,196110,-0.05,-0.1,0.02,0.03
100183,67,76254,North,Salaried,0.28171951556838914,0,143476,-0.05,-0.1,0.02,0.03
100184,22,31612,West,SelfEmp,0.8998489699748373,0,456376,0.55,0.35,0.22,0.3
100185,54,67639,North,Business,0.4207519807820004,0,178377,-0.05,-0.1,0.02,0.03
100186,30,63028,East,Business,0.48870315094916805,0,130995,-0.05,-0.1,0.02,0.03
100187,68,73092,East,Business,0.10284309883514386,0,96635,-0.05,-0.1,0.02,0.03
100188,51,105265,East,Business,0.636982241621533,0,570456,-0.05,-0.12,0.15,0.18
100189,59,107848,North,Business,0.35691924934774855,0,249041,-0.05,-0.1,0.02,0.03
100190,51,117007,North,Salaried,0.4561430013819642,0,196101,-0.05,-0.1,0.02,0.03
100191,55,116601,East,Business,0.506632776152859,0,653100,-0.05,-0.12,0.15,0.18
100192,28,46824,West,SelfEmp,0.8446470020951881,0,321261,0.55,0.35,0.22,0.3
100193,24,26485,West,SelfEmp,0.6787570894165043,0,386293,0.55,0.35,0.22,0.3
100194,39,131663,North,Salaried,0.16391944151561028,0,211692,-0.05,-0.1,0.02,0.03
100195,29,29301,West,SelfEmp,0.8424709019942827,0,377766,0.55,0.35,0.22,0.3
100196,63,132866,North,Business,0.28823884677440326,0,102659,-0.05,-0.1,0.02,0.03
100197,30,58336,South,Salaried,0.6131010273831188,1,185661,0.3,0.25,0.18,0.08
100198,43,147651,East,Business,0.18750838903773492,0,221793,-0.05,-0.1,0.02,0.03
100199,47,60931,East,Business,0.4785572579225298,0,147272,-0.05,-0.1,0.02,0.03
100200,56,94189,North,Business,0.3542651084717391,0,138790,-0.05,-0.1,0.02,0.03
100201,47,141892,North,Salaried,0.1338856465483206,0,122570,-0.05,-0.1,0.02,0.03
100202,67,63580,North,Salaried,0.27474916639212177,0,184655,-0.05,-0.1,0.02,0.03
100203,36,57539,East,Salaried,0.3269990915192409,1,189295,-0.05,-0.1,0.02,0.03
100204,44,61522,North,Business,0.12924749140549588,0,102945,-0.05,-0.1,0.02,0.03
100205,50,57385,North,Business,0.2276277305491486,0,103583,-0.05,-0.1,0.02,0.03
100206,40,85934,North,Salaried,0.45632214948049366,0,215855,-0.05,-0.1,0.02,0.03
100207,29,47698,West,SelfEmp,0.8059167270641563,0,349691,0.55,0.35,0.22,0.3
100208,56,112863,East,Business,0.699634121724617,0,436607,-0.05,-0.12,0.15,0.18
100209,32,61297,East,Business,0.16297588181336442,0,207855,-0.05,-0.1,0.02,0.03
100210,44,60086,South,Salaried,0.7337896994798502,0,247233,0.3,0.25,0.18,0.08
100211,43,51863,South,Salaried,0.6818835955595866,0,260563,0.3,0.25,0.18,0.08
100212,38,41498,South,Salaried,0.6863418131673455,0,245710,0.3,0.25,0.18,0.08
100213,59,87806,East,Business,0.48742347661093655,0,220181,-0.05,-0.1,0.02,0.03
100214,29,30082,West,SelfEmp,0.7983357084387909,0,461983,0.55,0.35,0.22,0.3
100215,52,69612,North,Business,0.38536322548436763,0,93927,-0.05,-0.1,0.02,0.03
100216,26,47073,West,SelfEmp,0.8389189722680247,0,385022,0.55,0.35,0.22,0.3
100217,27,32485,West,SelfEmp,0.7605167395414603,0,297813,0.55,0.35,0.22,0.3
100218,41,39356,South,Salaried,0.7912362038730958,1,197428,0.3,0.25,0.18,0.08
100219,32,50588,South,Salaried,0.6122747374257783,1,274710,0.3,0.25,0.18,0.08
100220,49,57477,East,Salaried,0.12473884288039848,0,61556,-0.05,-0.1,0.02,0.03
100221,32,124018,North,Salaried,0.15734812467812845,0,200126,-0.05,-0.1,0.02,0.03
100222,26,28654,West,SelfEmp,0.7951909008292972,0,337022,0.55,0.35,0.22,0.3
100223,22,44046,West,SelfEmp,0.7751001481183524,1,291430,0.55,0.35,0.22,0.3
100224,48,143866,North,Business,0.11959960151546803,0,77122,-0.05,-0.1,0.02,0.03
100225,24,36333,West,SelfEmp,0.8096099304449571,0,282036,0.55,0.35,0.22,0.3
100226,68,140459,East,Salaried,0.25514409193084814,0,193784,-0.05,-0.1,0.02,0.03
100227,25,45162,West,SelfEmp,0.6730546189197136,1,332099,0.55,0.35,0.22,0.3
100228,21,49604,West,SelfEmp,0.7663155730021898,0,422769,0.55,0.35,0.22,0.3
100229,63,113041,East,Business,0.4107501063303245,0,418871,-0.05,-0.12,0.15,0.18
100230,39,58209,South,Salaried,0.6607387967539821,0,198893,0.3,0.25,0.18,0.08
100231,53,91329,East,Business,0.6716251200248042,1,378074,-0.05,-0.12,0.15,0.18
100232,54,97303,East,Salaried,0.46394413868825624,0,119830,-0.05,-0.1,0.02,0.03
100233,23,33149,West,SelfEmp,0.7382061807667732,0,413247,0.55,0.35,0.22,0.3
100234,46,133949,North,Business,0.29251744119172285,0,58299,-0.05,-0.1,0.02,0.03
100235,56,57849,East,Salaried,0.19349421272341855,0,123495,-0.05,-0.1,0.02,0.03
100236,65,69459,North,Salaried,0.17435994096673174,0,74358,-0.05,-0.1,0.02,0.03
100237,24,49046,West,SelfEmp,0.6705044761122545,0,333061,0.55,0.35,0.22,0.3
100238,26,42504,West,SelfEmp,0.85862269896763,0,360971,0.55,0.35,0.22,0.3
100239,69,82823,North,Salaried,0.3021211809643717,0,156786,-0.05,-0.1,0.02,0.03
100240,32,129808,North,Salaried,0.10816538027405175,0,130831,-0.05,-0.1,0.02,0.03
100241,30,34136,South,Salaried,0.7828423470037891,0,232251,0.3,0.25,0.18,0.08
100242,63,118369,East,Business,0.4982302209154117,1,676519,-0.05,-0.12,0.15,0.18
100243,55,119083,East,Business,0.21908229178976818,0,100956,-0.05,-0.1,0.02,0.03
100244,46,109762,East,Business,0.13267405823464307,0,224352,-0.05,-0.1,0.02,0.03
100245,26,35879,West,SelfEmp,0.7960758067826065,0,397461,0.55,0.35,0.22,0.3
100246,22,30175,West,SelfEmp,0.7576605205434561,0,371321,0.55,0.35,0.22,0.3
100247,38,62521,South,Salaried,0.6494354642244735,0,220854,0.3,0.25,0.18,0.08
100248,41,77132,East,Business,0.3800345650257052,0,151696,-0.05,-0.1,0.02,0.03
100249,27,31122,West,SelfEmp,0.8583237428801017,0,289407,0.55,0.35,0.22,0.3
100250,66,136213,East,Business,0.47564577761764476,0,545915,-0.05,-0.12,0.15,0.18
100251,47,90431,East,Business,0.13149349274226974,1,116366,-0.05,-0.1,0.02,0.03
100252,46,98294,North,Salaried,0.4839082057840486,0,226330,-0.05,-0.1,0.02,0.03
100253,31,146081,East,Business,0.10740294994016053,0,202906,-0.05,-0.1,0.02,0.03
100254,40,52874,South,Salaried,0.7298950633863968,1,172445,0.3,0.25,0.18,0.08
100255,23,29489,West,SelfEmp,0.8516367551765663,0,291126,0.55,0.35,0.22,0.3
100256,33,90073,East,Salaried,0.4910644739214921,1,137817,-0.05,-0.1,0.02,0.03
100257,42,78375,North,Business,0.49371253210387556,0,100012,-0.05,-0.1,0.02,0.03
100258,69,127189,East,Business,0.4273149110279286,1,150681,-0.05,-0.1,0.02,0.03
100259,48,135331,East,Business,0.27012217499103325,0,65485,-0.05,-0.1,0.02,0.03
100260,29,38345,West,SelfEmp,0.67375074803085,0,374142,0.55,0.35,0.22,0.3
100261,31,42134,South,Salaried,0.7324570782238076,0,173102,0.3,0.25,0.18,0.08
100262,27,29626,West,SelfEmp,0.726840145323975,0,442477,0.55,0.35,0.22,0.3
100263,34,105606,North,Business,0.10203935571607925,1,172026,-0.05,-0.1,0.02,0.03
100264,29,28109,West,SelfEmp,0.72332684070587,0,322981,0.55,0.35,0.22,0.3
100265,29,35202,West,SelfEmp,0.7666764712303994,0,409120,0.55,0.35,0.22,0.3
100266,32,99795,East,Business,0.2905821692901289,0,158541,-0.05,-0.1,0.02,0.03
100267,37,64950,North,Salaried,0.13896036374930795,0,222970,-0.05,-0.1,0.02,0.03
100268,30,58223,South,Salaried,0.7359758579949246,0,259167,0.3,0.25,0.18,0.08
100269,35,139261,North,Salaried,0.28451423050258284,0,151048,-0.05,-0.1,0.02,0.03
100270,38,31920,South,Salaried,0.6194967290502955,0,151706,0.3,0.25,0.18,0.08
100271,21,37972,West,SelfEmp,0.8730479263127655,0,496864,0.55,0.35,0.22,0.3
100272,39,128570,North,Salaried,0.1712875063554417,0,70236,-0.05,-0.1,0.02,0.03
100273,33,120717,North,Business,0.16520679613420863,0,244098,-0.05,-0.1,0.02,0.03
100274,62,52754,North,Salaried,0.17148841438686208,0,51803,-0.05,-0.1,0.02,0.03
100275,56,131204,North,Salaried,0.3844507686187777,0,57204,-0.05,-0.1,0.02,0.03
100276,54,121864,East,Business,0.4784768788024201,1,445846,-0.05,-0.12,0.15,0.18
100277,67,87676,East,Business,0.4431786722762602,0,232426,-0.05,-0.1,0.02,0.03
100278,40,93496,East,Business,0.29701131281012727,0,51789,-0.05,-0.1,0.02,0.03
100279,59,146601,North,Business,0.47970243387471423,0,171192,-0.05,-0.1,0.02,0.03
100280,56,140095,East,Salaried,0.22448975983407357,0,65090,-0.05,-0.1,0.02,0.03
100281,22,30024,West,SelfEmp,0.6828833555785112,0,408459,0.55,0.35,0.22,0.3
100282,26,36354,West,SelfEmp,0.7190848233240884,0,366096,0.55,0.35,0.22,0.3
100283,56,93128,East,Business,0.10002699905862977,1,245043,-0.05,-0.1,0.02,0.03
100284,59,146341,East,Business,0.5383549716857374,0,651289,-0.05,-0.12,0.15,0.18
100285,58,109049,North,Business,0.19524760053968768,0,234134,-0.05,-0.1,0.02,0.03
100286,64,87146,North,Business,0.23709370794695067,0,184078,-0.05,-0.1,0.02,0.03
100287,45,121964,North,Business,0.22485372598377726,0,85864,-0.05,-0.1,0.02,0.03
100288,62,106720,East,Business,0.6708738506061753,1,669311,-0.05,-0.12,0.15,0.18
100289,65,85738,East,Business,0.12270054477577391,0,176531,-0.05,-0.1,0.02,0.03
100290,42,53480,North,Business,0.26464991375765046,0,107026,-0.05,-0.1,0.02,0.03
100291,39,54686,South,Salaried,0.5555978423300872,0,166841,0.3,0.25,0.18,0.08
100292,40,131147,East,Salaried,0.28470913443433843,0,205776,-0.05,-0.1,0.02,0.03
100293,24,25289,West,SelfEmp,0.6752746080867642,1,421445,0.55,0.35,0.22,0.3
100294,35,109171,North,Salaried,0.3784557984816358,0,203371,-0.05,-0.1,0.02,0.03
100295,46,62965,East,Business,0.39444533762454914,0,135847,-0.05,-0.1,0.02,0.03
100296,30,44110,South,Salaried,0.7142865289200402,1,187431,0.3,0.25,0.18,0.08
100297,67,101574,East,Business,0.5848433890403093,0,308847,-0.05,-0.12,0.15,0.18
100298,32,138928,North,Business,0.294485184935468,0,128236,-0.05,-0.1,0.02,0.03
100299,65,126500,East,Business,0.21119329140099016,0,183034,-0.05,-0.1,0.02,0.03
100300,59,130251,East,Business,0.4265912709595705,0,331545,-0.05,-0.12,0.15,0.18
100301,27,35704,West,SelfEmp,0.7148135755113924,1,370503,0.55,0.35,0.22,0.3
