customer_id,age,income,region,occupation,score,target,ead,shap_age,shap_income,shap_region,shap_occupation
34,54,132018,North,Salaried,0.21356838989498628,0,127505,-0.05,-0.1,0.02,0.03
35,45,100108,North,Business,0.3848716885390143,0,141412,-0.05,-0.1,0.02,0.03
36,37,52399,South,Salaried,0.7360426307641406,0,150271,0.2,0.2,0.1,0.05
37,41,90818,East,Salaried,0.20018472744223367,0,97333,-0.05,-0.1,0.02,0.03
38,37,69738,North,Business,0.2400313630778703,0,220862,-0.05,-0.1,0.02,0.03
39,34,143179,North,Business,0.21230894497634234,0,159616,-0.05,-0.1,0.02,0.03
40,25,35757,West,SelfEmp,0.7425396750638611,1,138711,0.35,0.25,0.15,0.2
41,60,116235,North,Business,0.2177795568278343,0,56102,-0.05,-0.1,0.02,0.03
42,32,76641,North,Business,0.47446190966431245,0,232957,-0.05,-0.1,0.02,0.03
43,44,41093,South,Salaried,0.639661695324041,1,90729,0.2,0.2,0.1,0.05
44,46,77751,North,Salaried,0.38099363359484373,0,104748,-0.05,-0.1,0.02,0.03
45,55,100993,North,Business,0.4652962210225885,0,160627,-0.05,-0.1,0.02,0.03
46,30,127575,East,Business,0.41831706777444044,1,236838,-0.05,-0.1,0.02,0.03
47,22,38121,West,SelfEmp,0.7596185307545218,1,238834,0.35,0.25,0.15,0.2
48,51,105609,East,Business,0.20010054420634563,0,234078,-0.05,-0.1,0.02,0.03
49,66,130135,North,Business,0.1863284109987373,0,137235,-0.05,-0.1,0.02,0.03
50,61,106179,East,Salaried,0.37980488430687753,0,144476,-0.05,-0.1,0.02,0.03
51,59,141794,North,Business,0.2083329005048297,0,162566,-0.05,-0.1,0.02,0.03
52,55,58308,East,Salaried,0.2713257899760431,0,166352,-0.05,-0.1,0.02,0.03
53,30,37805,South,Salaried,0.573468322520323,1,136556,0.2,0.2,0.1,0.05
54,45,63500,North,Business,0.3217416210045603,0,240710,-0.05,-0.1,0.02,0.03
55,23,38284,West,SelfEmp,0.6800411619514106,1,129435,0.35,0.25,0.15,0.2
56,21,43525,West,SelfEmp,0.8638651460027518,0,215435,0.35,0.25,0.15,0.2
57,25,48805,West,SelfEmp,0.7584629123094933,1,143049,0.35,0.25,0.15,0.2
58,65,118385,East,Salaried,0.1061218161161539,1,59823,-0.05,-0.1,0.02,0.03
59,34,66364,East,Business,0.12822749896017194,0,144704,-0.05,-0.1,0.02,0.03
60,61,110890,East,Business,0.37086733695319274,0,141680,-0.05,-0.1,0.02,0.03
61,66,147856,North,Business,0.46214025678242554,0,158940,-0.05,-0.1,0.02,0.03
62,63,102161,East,Business,0.41168893969307013,0,177350,-0.15,-0.25,0.05,0.1
63,28,48132,West,SelfEmp,0.8612188277423637,1,185953,0.35,0.25,0.15,0.2
64,36,53267,East,Salaried,0.23933464178127895,1,57543,-0.05,-0.1,0.02,0.03
65,50,139084,North,Business,0.17097581751188912,0,97295,-0.05,-0.1,0.02,0.03
66,64,135999,East,Business,0.20000657968644187,0,188429,-0.05,-0.1,0.02,0.03
67,41,86208,North,Salaried,0.3959635041789499,0,236141,-0.05,-0.1,0.02,0.03
68,49,96959,North,Business,0.21905406980372435,0,129459,-0.05,-0.1,0.02,0.03
69,29,49466,West,SelfEmp,0.6728216691965334,1,202637,0.35,0.25,0.15,0.2
70,48,110921,North,Business,0.2793782087913279,0,192202,-0.05,-0.1,0.02,0.03
71,65,117192,East,Business,0.4340393806052344,1,171689,-0.15,-0.25,0.05,0.1
72,25,48714,West,SelfEmp,0.871926045689575,1,126801,0.35,0.25,0.15,0.2
73,38,73625,East,Business,0.44674748212433657,0,71677,-0.05,-0.1,0.02,0.03
74,38,143105,North,Business,0.1586419286768102,0,104693,-0.05,-0.1,0.02,0.03
75,30,133285,East,Salaried,0.4788994309535435,1,141267,-0.05,-0.1,0.02,0.03
76,60,84578,North,Business,0.32336169989432206,0,236201,-0.05,-0.1,0.02,0.03
77,32,136188,North,Business,0.28746425679765053,0,236843,-0.05,-0.1,0.02,0.03
78,68,102224,North,Salaried,0.19500258851698798,0,78016,-0.05,-0.1,0.02,0.03
79,30,32105,South,Salaried,0.5530386186724541,0,114620,0.2,0.2,0.1,0.05
80,45,143045,North,Salaried,0.46764628611146375,0,211426,-0.05,-0.1,0.02,0.03
81,47,121726,North,Salaried,0.3782994755938469,0,160133,-0.05,-0.1,0.02,0.03
82,45,91430,North,Salaried,0.21238527583689215,1,71447,-0.05,-0.1,0.02,0.03
83,53,116203,North,Business,0.1678719615582262,0,152023,-0.05,-0.1,0.02,0.03
84,57,77355,North,Salaried,0.2039799451417051,0,171790,-0.05,-0.1,0.02,0.03
85,62,105284,East,Salaried,0.3738924690215517,0,215421,-0.05,-0.1,0.02,0.03
86,26,30713,West,SelfEmp,0.7541597644346199,1,195672,0.35,0.25,0.15,0.2
87,59,73793,North,Salaried,0.16593370445480038,0,111813,-0.05,-0.1,0.02,0.03
88,61,112292,East,Salaried,0.25719577959154366,0,96540,-0.05,-0.1,0.02,0.03
89,29,32266,West,SelfEmp,0.6834630297001583,1,167926,0.35,0.25,0.15,0.2
90,46,110100,North,Salaried,0.49865473482956213,0,73524,-0.05,-0.1,0.02,0.03
91,39,82201,North,Salaried,0.19643393293185274,0,215888,-0.05,-0.1,0.02,0.03
92,42,107091,East,Salaried,0.3686802737623427,0,86187,-0.05,-0.1,0.02,0.03
93,68,64489,East,Business,0.29048427871560567,0,213121,-0.05,-0.1,0.02,0.03
94,34,74285,North,Salaried,0.33598235885505445,0,65254,-0.05,-0.1,0.02,0.03
95,50,127709,East,Salaried,0.1851856646035643,0,128587,-0.05,-0.1,0.02,0.03
96,63,123553,East,Salaried,0.27498996880949167,1,144456,-0.05,-0.1,0.02,0.03
97,53,92318,East,Business,0.3488346800911494,0,153196,-0.05,-0.1,0.02,0.03
98,37,49856,South,Salaried,0.6730290732698846,1,182468,0.2,0.2,0.1,0.05
99,31,119836,East,Salaried,0.33185997378869536,0,187326,-0.05,-0.1,0.02,0.03
100,36,45183,South,Salaried,0.5879756733780737,1,104071,0.2,0.2,0.1,0.05
101,53,132679,East,Business,0.5234983643072584,1,314506,-0.15,-0.25,0.05,0.1
102,48,107108,North,Business,0.21143613561278346,0,129252,-0.05,-0.1,0.02,0.03
103,34,66907,East,Business,0.2457079444192302,0,162428,-0.05,-0.1,0.02,0.03
104,55,60488,North,Salaried,0.3751138868384333,0,200334,-0.05,-0.1,0.02,0.03
105,46,145257,East,Salaried,0.13380680307227277,0,181374,-0.05,-0.1,0.02,0.03
106,51,58717,East,Business,0.24756545582790898,0,197820,-0.05,-0.1,0.02,0.03
107,28,30126,West,SelfEmp,0.8217913763508328,0,175658,0.35,0.25,0.15,0.2
108,47,138869,North,Salaried,0.19698820145389187,0,161076,-0.05,-0.1,0.02,0.03
109,56,141128,East,Business,0.6522129957633793,0,197915,-0.15,-0.25,0.05,0.1
110,42,56168,East,Business,0.4156684954429354,0,76734,-0.05,-0.1,0.02,0.03
111,51,129905,North,Business,0.33461417386430364,0,150776,-0.05,-0.1,0.02,0.03
112,55,98447,East,Salaried,0.2424386903591385,1,53812,-0.05,-0.1,0.02,0.03
113,51,142436,East,Business,0.19838309135380328,0,237210,-0.05,-0.1,0.02,0.03
114,43,43918,South,Salaried,0.5639133723392439,0,104818,0.2,0.2,0.1,0.05
115,25,35787,West,SelfEmp,0.8993138836920986,0,161427,0.35,0.25,0.15,0.2
116,33,137886,East,Business,0.20316113081797593,0,63234,-0.05,-0.1,0.02,0.03
117,31,50846,North,Business,0.2906477936505648,0,187541,-0.05,-0.1,0.02,0.03
118,33,141922,East,Salaried,0.3944988734793953,0,117584,-0.05,-0.1,0.02,0.03
119,67,51828,East,Salaried,0.4728057369027737,0,97362,-0.05,-0.1,0.02,0.03
120,22,25009,West,SelfEmp,0.7871507794845383,1,159809,0.35,0.25,0.15,0.2
121,31,84387,North,Salaried,0.3726010888895718,0,143070,-0.05,-0.1,0.02,0.03
122,64,143789,North,Salaried,0.44029098400658195,0,92929,-0.05,-0.1,0.02,0.03
123,37,35256,South,Salaried,0.6012504525133093,1,197248,0.2,0.2,0.1,0.05
124,51,55951,North,Business,0.4311763548709968,0,211595,-0.05,-0.1,0.02,0.03
125,34,45524,South,Salaried,0.7536436800578455,0,185881,0.2,0.2,0.1,0.05
126,54,64060,East,Salaried,0.37319282536685294,0,210359,-0.05,-0.1,0.02,0.03
127,67,121520,North,Salaried,0.3010881560369917,0,215088,-0.05,-0.1,0.02,0.03
128,31,68381,North,Business,0.19161015636991854,0,91157,-0.05,-0.1,0.02,0.03
129,36,133122,East,Business,0.1557088290653549,0,121324,-0.05,-0.1,0.02,0.03
130,59,59446,North,Business,0.4990770463695373,0,94028,-0.05,-0.1,0.02,0.03
131,62,117779,East,Business,0.40498347429627624,0,224944,-0.05,-0.1,0.02,0.03
132,42,53710,South,Salaried,0.644705391389229,1,144435,0.2,0.2,0.1,0.05
133,58,70103,North,Salaried,0.1917005580930566,0,70609,-0.05,-0.1,0.02,0.03
134,23,31898,West,SelfEmp,0.7913770868307435,0,220420,0.35,0.25,0.15,0.2
135,39,126325,East,Business,0.2694387449681932,0,140474,-0.05,-0.1,0.02,0.03
136,42,37783,South,Salaried,0.6764721697211166,0,136942,0.2,0.2,0.1,0.05
137,41,89915,East,Business,0.3786603295507569,1,154263,-0.05,-0.1,0.02,0.03
138,57,115310,East,Salaried,0.2696522685209544,0,225399,-0.05,-0.1,0.02,0.03
139,40,63718,North,Business,0.1943624138380325,0,228595,-0.05,-0.1,0.02,0.03
140,38,64622,South,Salaried,0.6278610660114103,1,143374,0.2,0.2,0.1,0.05
141,38,125060,North,Business,0.4211413794392046,0,63224,-0.05,-0.1,0.02,0.03
142,33,64393,South,Salaried,0.7799639041031902,1,88666,0.2,0.2,0.1,0.05
143,46,56783,North,Salaried,0.2809758064530774,0,117526,-0.05,-0.1,0.02,0.03
144,34,52359,South,Salaried,0.6278682927831893,0,84757,0.2,0.2,0.1,0.05
145,67,128356,East,Business,0.5545521047220437,1,169816,-0.15,-0.25,0.05,0.1
146,35,54917,South,Salaried,0.571337417019661,0,100806,0.2,0.2,0.1,0.05
147,42,91949,North,Salaried,0.18396223723823432,1,52079,-0.05,-0.1,0.02,0.03
148,58,140397,East,Business,0.33498144169362976,0,88258,-0.05,-0.1,0.02,0.03
149,31,56645,East,Salaried,0.26030522435013037,0,169614,-0.05,-0.1,0.02,0.03
150,37,42342,South,Salaried,0.7865288655334082,1,179785,0.2,0.2,0.1,0.05
151,63,102603,North,Salaried,0.49157257424638445,0,159575,-0.05,-0.1,0.02,0.03
152,27,47338,West,SelfEmp,0.7077686991470179,1,234684,0.35,0.25,0.15,0.2
153,66,122258,North,Salaried,0.32268863391334646,0,123506,-0.05,-0.1,0.02,0.03
154,43,125039,East,Business,0.43208794582679666,0,177157,-0.05,-0.1,0.02,0.03
155,65,137057,East,Business,0.40390057705322086,0,152198,-0.15,-0.25,0.05,0.1
156,48,63859,North,Business,0.3815784540554038,1,73236,-0.05,-0.1,0.02,0.03
157,31,144914,North,Salaried,0.20722545632915051,0,182351,-0.05,-0.1,0.02,0.03
158,63,112516,East,Salaried,0.4793813227848627,0,211047,-0.05,-0.1,0.02,0.03
159,43,49063,South,Salaried,0.7963418280604337,1,117599,0.2,0.2,0.1,0.05
160,46,52573,North,Business,0.3795383412643618,0,73752,-0.05,-0.1,0.02,0.03
161,40,41372,South,Salaried,0.7228054644024137,0,136133,0.2,0.2,0.1,0.05
162,50,142201,East,Salaried,0.2096220882748824,0,171829,-0.05,-0.1,0.02,0.03
163,52,98756,East,Business,0.1547542520275229,1,79402,-0.05,-0.1,0.02,0.03
164,41,96828,North,Salaried,0.17014851144937984,1,85737,-0.05,-0.1,0.02,0.03
165,31,88709,North,Salaried,0.1331194671700506,0,103276,-0.05,-0.1,0.02,0.03
166,69,139599,East,Salaried,0.38861314444876227,0,166021,-0.05,-0.1,0.02,0.03
167,53,54853,East,Salaried,0.2935019767729651,0,164130,-0.05,-0.1,0.02,0.03
168,46,74058,North,Salaried,0.23369755632678435,0,182596,-0.05,-0.1,0.02,0.03
169,69,87904,North,Salaried,0.3819702198755812,0,160616,-0.05,-0.1,0.02,0.03
170,32,78145,North,Business,0.3778785883417707,0,138929,-0.05,-0.1,0.02,0.03
171,34,34090,South,Salaried,0.7905246964410295,0,116408,0.2,0.2,0.1,0.05
172,41,51341,East,Business,0.4033569655782726,0,61344,-0.05,-0.1,0.02,0.03
173,45,108053,East,Salaried,0.46134552505440996,0,140600,-0.05,-0.1,0.02,0.03
174,61,87641,East,Salaried,0.4997413998263339,0,69541,-0.05,-0.1,0.02,0.03
175,43,87198,North,Salaried,0.21893960294902032,1,91786,-0.05,-0.1,0.02,0.03
176,47,86062,East,Business,0.4378197594140282,0,116150,-0.05,-0.1,0.02,0.03
177,28,48522,West,SelfEmp,0.7901692985008786,1,202050,0.35,0.25,0.15,0.2
178,69,147241,North,Salaried,0.12614253631957695,0,56640,-0.05,-0.1,0.02,0.03
179,51,57564,East,Salaried,0.45439109929447485,0,160017,-0.05,-0.1,0.02,0.03
180,22,29346,West,SelfEmp,0.8686754181710499,1,168543,0.35,0.25,0.15,0.2
181,68,66371,North,Business,0.13541736424544726,0,243259,-0.05,-0.1,0.02,0.03
182,39,100072,North,Salaried,0.30900767665380924,0,52050,-0.05,-0.1,0.02,0.03
183,59,84801,East,Business,0.193443100419964,0,216472,-0.05,-0.1,0.02,0.03
184,38,53895,South,Salaried,0.5811093893242141,0,147364,0.2,0.2,0.1,0.05
185,35,50806,East,Salaried,0.47789280891656416,0,84636,-0.05,-0.1,0.02,0.03
186,36,130435,East,Salaried,0.260632094570195,0,219269,-0.05,-0.1,0.02,0.03
187,39,90042,East,Salaried,0.18819448362807015,0,236626,-0.05,-0.1,0.02,0.03
188,34,100948,East,Salaried,0.18652960921462142,0,243555,-0.05,-0.1,0.02,0.03
189,64,75425,East,Salaried,0.16155836253594202,0,111413,-0.05,-0.1,0.02,0.03
190,54,109720,East,Business,0.4440507265671695,0,204946,-0.05,-0.1,0.02,0.03
191,58,115160,North,Salaried,0.44087741333880315,0,96542,-0.05,-0.1,0.02,0.03
192,34,108762,North,Business,0.2633812852282795,0,202826,-0.05,-0.1,0.02,0.03
193,55,91873,East,Salaried,0.18807328077992455,0,135956,-0.05,-0.1,0.02,0.03
194,69,59516,East,Business,0.33696311386380706,0,182663,-0.05,-0.1,0.02,0.03
195,69,142108,North,Salaried,0.4514519945420632,0,69623,-0.05,-0.1,0.02,0.03
196,42,83130,North,Salaried,0.4720361402038955,0,119274,-0.05,-0.1,0.02,0.03
197,36,113620,North,Salaried,0.44873741109809284,0,97638,-0.05,-0.1,0.02,0.03
198,25,28741,West,SelfEmp,0.8771753273173419,1,246209,0.35,0.25,0.15,0.2
199,58,141659,North,Business,0.21481525326996512,0,247744,-0.05,-0.1,0.02,0.03
200,69,81966,East,Business,0.10362896186109,0,182079,-0.05,-0.1,0.02,0.03
201,43,59257,South,Salaried,0.6580601959731281,0,81435,0.2,0.2,0.1,0.05
202,59,76660,North,Business,0.47489139489458043,0,165953,-0.05,-0.1,0.02,0.03
203,46,130395,East,Salaried,0.33286818407050933,0,70953,-0.05,-0.1,0.02,0.03
204,22,27353,West,SelfEmp,0.8975370931876618,1,141195,0.35,0.25,0.15,0.2
205,64,71427,North,Business,0.10983476658352061,0,57813,-0.05,-0.1,0.02,0.03
206,61,143106,North,Business,0.10041179193825336,0,194097,-0.05,-0.1,0.02,0.03
207,46,139186,North,Salaried,0.16544952847666766,0,125932,-0.05,-0.1,0.02,0.03
208,61,110545,North,Business,0.19202147321257357,0,102930,-0.05,-0.1,0.02,0.03
209,57,83756,North,Salaried,0.2678909267704489,0,98901,-0.05,-0.1,0.02,0.03
210,34,55626,North,Business,0.4576396814716538,0,183052,-0.05,-0.1,0.02,0.03
211,66,131752,East,Business,0.6144772120606743,0,304091,-0.15,-0.25,0.05,0.1
212,37,71563,East,Salaried,0.4474492671822443,0,132970,-0.05,-0.1,0.02,0.03
213,36,111788,East,Business,0.11301047179650077,1,102098,-0.05,-0.1,0.02,0.03
214,64,93224,East,Business,0.4003695505499278,0,178541,-0.15,-0.25,0.05,0.1
215,65,58712,East,Business,0.2966378186965748,0,55109,-0.05,-0.1,0.02,0.03
216,31,104615,East,Salaried,0.49374056296116164,0,207661,-0.05,-0.1,0.02,0.03
217,60,76143,North,Salaried,0.40282370704448933,1,233720,-0.05,-0.1,0.02,0.03
218,26,28762,West,SelfEmp,0.6762325446045437,1,245816,0.35,0.25,0.15,0.2
219,44,124319,East,Business,0.18413983196754746,0,72431,-0.05,-0.1,0.02,0.03
220,62,99153,North,Salaried,0.45301339432784005,0,162755,-0.05,-0.1,0.02,0.03
221,68,131061,North,Business,0.37578598765490634,0,118577,-0.05,-0.1,0.02,0.03
222,21,43279,West,SelfEmp,0.8091075623859092,0,121925,0.35,0.25,0.15,0.2
223,38,76015,North,Business,0.4740807261197839,1,184461,-0.05,-0.1,0.02,0.03
224,36,148762,East,Business,0.3190369504614945,0,83662,-0.05,-0.1,0.02,0.03
225,43,65313,East,Business,0.19884129360405858,0,129148,-0.05,-0.1,0.02,0.03
226,48,70022,East,Business,0.3977116262379823,0,52356,-0.05,-0.1,0.02,0.03
227,47,125717,East,Salaried,0.1913818965325195,1,52920,-0.05,-0.1,0.02,0.03
228,57,129561,North,Salaried,0.1882244499689293,0,161822,-0.05,-0.1,0.02,0.03
229,41,122541,North,Salaried,0.26636294645877634,0,228980,-0.05,-0.1,0.02,0.03
230,49,149259,East,Business,0.44681259844897947,0,122099,-0.05,-0.1,0.02,0.03
231,22,47015,West,SelfEmp,0.8015471783902929,1,196707,0.35,0.25,0.15,0.2
232,41,98364,East,Business,0.4343992255124838,0,69975,-0.05,-0.1,0.02,0.03
233,59,61561,East,Business,0.48855803761665584,0,114324,-0.05,-0.1,0.02,0.03
234,29,27365,West,SelfEmp,0.6743483481383881,1,218317,0.35,0.25,0.15,0.2
235,54,119350,East,Salaried,0.2564326146607043,1,117649,-0.05,-0.1,0.02,0.03
236,34,63760,East,Business,0.15234946428733995,1,168154,-0.05,-0.1,0.02,0.03
237,43,126367,East,Salaried,0.23480127057251454,0,223312,-0.05,-0.1,0.02,0.03
238,37,129530,East,Salaried,0.2010111128301677,0,157803,-0.05,-0.1,0.02,0.03
239,25,44118,West,SelfEmp,0.8159511319054513,1,221872,0.35,0.25,0.15,0.2
240,57,133310,North,Business,0.1823364840147073,0,201409,-0.05,-0.1,0.02,0.03
241,38,97614,North,Business,0.1206787348966108,0,182130,-0.05,-0.1,0.02,0.03
242,34,79856,North,Salaried,0.11662914362015685,0,216129,-0.05,-0.1,0.02,0.03
243,63,95272,East,Salaried,0.4471673178080089,0,187710,-0.05,-0.1,0.02,0.03
244,52,129141,East,Salaried,0.11198943594907118,0,178335,-0.05,-0.1,0.02,0.03
245,37,60225,North,Salaried,0.3923317899483506,0,63669,-0.05,-0.1,0.02,0.03
246,51,98320,North,Salaried,0.47784568778960934,0,236481,-0.05,-0.1,0.02,0.03
247,55,86487,North,Business,0.40740774580951655,0,218280,-0.05,-0.1,0.02,0.03
248,62,81890,North,Business,0.430735553484751,0,208056,-0.05,-0.1,0.02,0.03
249,41,34033,South,Salaried,0.7998534314426666,1,85704,0.2,0.2,0.1,0.05
250,54,122460,North,Salaried,0.32680650439466713,0,206995,-0.05,-0.1,0.02,0.03
251,67,79165,East,Business,0.27526893856479506,1,146652,-0.05,-0.1,0.02,0.03
252,48,67772,North,Salaried,0.1480836221482434,0,141736,-0.05,-0.1,0.02,0.03
253,30,77723,East,Salaried,0.3253755709393835,0,212396,-0.05,-0.1,0.02,0.03
254,61,143680,North,Business,0.10586682281850553,0,241305,-0.05,-0.1,0.02,0.03
255,38,72612,East,Business,0.3076327140544872,0,81348,-0.05,-0.1,0.02,0.03
256,54,82779,North,Business,0.31064951890758385,0,96819,-0.05,-0.1,0.02,0.03
257,52,131709,East,Business,0.4822094783819739,0,214246,-0.05,-0.1,0.02,0.03
258,45,109182,North,Business,0.48186401201332296,0,86914,-0.05,-0.1,0.02,0.03
259,25,41524,West,SelfEmp,0.7379056718099086,1,126012,0.35,0.25,0.15,0.2
260,56,92652,North,Business,0.3156645106701018,0,235763,-0.05,-0.1,0.02,0.03
261,31,94976,North,Business,0.42926960623826416,0,164014,-0.05,-0.1,0.02,0.03
262,68,122588,North,Salaried,0.21811131568812403,0,187513,-0.05,-0.1,0.02,0.03
263,49,62149,North,Business,0.32009061686250473,0,194745,-0.05,-0.1,0.02,0.03
264,42,45222,South,Salaried,0.7094963014483244,1,89435,0.2,0.2,0.1,0.05
265,58,106393,East,Business,0.45243203284821315,0,181401,-0.15,-0.25,0.05,0.1
266,45,84084,East,Business,0.39278322703425383,0,212982,-0.05,-0.1,0.02,0.03
267,47,131571,East,Salaried,0.2695779251653208,0,76160,-0.05,-0.1,0.02,0.03
268,63,144880,North,Salaried,0.1382858222080647,0,66014,-0.05,-0.1,0.02,0.03
269,36,73711,North,Business,0.20275353905828594,0,238856,-0.05,-0.1,0.02,0.03
270,31,67727,North,Salaried,0.37805782161903756,0,213189,-0.05,-0.1,0.02,0.03
271,40,112438,East,Business,0.4274828228476931,0,83893,-0.05,-0.1,0.02,0.03
272,68,89532,East,Business,0.13426329983857221,1,195282,-0.05,-0.1,0.02,0.03
273,62,60106,East,Salaried,0.34686231335825873,0,114315,-0.05,-0.1,0.02,0.03
274,25,27475,West,SelfEmp,0.7084280204776083,1,176549,0.35,0.25,0.15,0.2
275,32,95113,North,Business,0.3677947820792761,1,200273,-0.05,-0.1,0.02,0.03
276,64,59686,East,Business,0.12405693704031409,0,242035,-0.05,-0.1,0.02,0.03
277,58,60526,North,Salaried,0.168191175269567,0,138733,-0.05,-0.1,0.02,0.03
278,45,118619,North,Business,0.3659646897948873,0,131437,-0.05,-0.1,0.02,0.03
279,57,105922,East,Business,0.4969934008633501,1,222395,-0.05,-0.1,0.02,0.03
280,59,148452,East,Business,0.20281890657283197,0,54895,-0.05,-0.1,0.02,0.03
281,41,39715,South,Salaried,0.7271861744357442,1,199264,0.2,0.2,0.1,0.05
282,62,148945,East,Business,0.5142728576532962,0,328936,-0.15,-0.25,0.05,0.1
283,40,88067,East,Salaried,0.47695480764089326,0,140373,-0.05,-0.1,0.02,0.03
284,44,54437,East,Salaried,0.25641710522326977,0,148864,-0.05,-0.1,0.02,0.03
285,31,51932,South,Salaried,0.645155823369145,0,143133,0.2,0.2,0.1,0.05
286,32,144031,North,Business,0.4274940016297081,0,74226,-0.05,-0.1,0.02,0.03
287,31,37373,South,Salaried,0.7939025502149788,0,85656,0.2,0.2,0.1,0.05
288,62,123822,East,Salaried,0.342501175100391,0,195788,-0.05,-0.1,0.02,0.03
289,64,101112,East,Salaried,0.36652275433401593,0,151268,-0.05,-0.1,0.02,0.03
290,29,38891,West,SelfEmp,0.6699913485898255,0,230719,0.35,0.25,0.15,0.2
291,42,124270,East,Business,0.27580467545316406,0,128213,-0.05,-0.1,0.02,0.03
292,22,30179,West,SelfEmp,0.7411995547861324,1,199364,0.35,0.25,0.15,0.2
293,39,105677,North,Business,0.12311222439854666,0,206104,-0.05,-0.1,0.02,0.03
294,38,79794,North,Salaried,0.41307841629765973,0,187478,-0.05,-0.1,0.02,0.03
295,62,147539,East,Salaried,0.19155784193864545,0,215243,-0.05,-0.1,0.02,0.03
296,65,62411,East,Salaried,0.3897269878706645,0,107022,-0.05,-0.1,0.02,0.03
297,64,146774,North,Business,0.29265393861394495,0,126373,-0.05,-0.1,0.02,0.03
298,31,113037,North,Salaried,0.10767691072922268,0,204249,-0.05,-0.1,0.02,0.03
299,68,141012,North,Salaried,0.10484830985755732,0,237604,-0.05,-0.1,0.02,0.03
300,54,143420,East,Business,0.41278996278610985,0,334816,-0.15,-0.25,0.05,0.1
301,50,79300,East,Business,0.16001946587759372,0,214433,-0.05,-0.1,0.02,0.03
302,58,76035,North,Business,0.2569574886113898,1,167360,-0.05,-0.1,0.02,0.03
303,46,53191,North,Salaried,0.3752538824346169,0,187244,-0.05,-0.1,0.02,0.03
304,69,140900,East,Salaried,0.2981808413843927,0,101399,-0.05,-0.1,0.02,0.03
305,66,97099,East,Business,0.5351858970189274,1,328756,-0.15,-0.25,0.05,0.1
306,30,72614,North,Business,0.11666916024095371,0,113530,-0.05,-0.1,0.02,0.03
307,53,139570,East,Salaried,0.48260055931979207,0,225929,-0.05,-0.1,0.02,0.03
308,65,59866,East,Salaried,0.4769261558692771,0,238978,-0.05,-0.1,0.02,0.03
309,34,40759,South,Salaried,0.616261607081251,1,158815,0.2,0.2,0.1,0.05
