Feature,Segment_Definition,Bin_Type,Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,PSI,PSI_Interpretation,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,Dev_BR,Mon_BR,Delta_BR,Dev_Calibration_Intercept,Mon_Calibration_Intercept,Calibration_Drift,Dev_Calibration_Slope,Mon_Calibration_Slope,Delta_Calibration_Slope,Dev_ECE,Mon_ECE,Delta_ECE,Dev_EAD,Mon_EAD,Mon_Exposure_Pct,Dev_Exposure_Pct,Exposure_Drift,Top_SHAP_Feature,Top_SHAP_PSI,feature_drift_details,mean_feature_psi,mean_shap_shift,Mon_Default_Count,gini_ci_low,gini_ci_high,gini_p,ks_ci_low,ks_ci_high,ks_p,auc_ci_low,auc_ci_high,auc_p,br_ci_low,br_ci_high,br_p,ece_ci_low,ece_ci_high,ece_p,abs_delta_br,abs_delta_ece,gini_score,ks_score,auc_score,br_score,ece_score,Deterioration_Score,gini_p_adj,ks_p_adj,auc_p_adj,br_p_adj,ece_p_adj,min_p_adj,Confidence_Score,Significant,SIS_Raw,DIS_Raw,Business_Impact_Score,Severity_Score,Rank,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,Technique
region,"region IN (Madhya Pradesh, Chhattisgarh, Maharashtra)",categorical,51508,178201,0.051508,0.178201,0.157248183170453,Moderate Drift,0.50095770604327,0.5018201387085031,0.0008624326652331149,0.0019154120865398916,0.0036402774170061214,0.0017248653304662298,0.006103505542918608,0.007534387769326245,0.001430882226407637,0.7221402500582433,0.15469048995235718,-0.5674497601058861,0.9254865652526834,-1.7683391452003854,-2.6938257104530687,0.038670560707835554,0.0904320687712755,0.05176150806343995,0.07150329713693453,0.6202572062218996,0.5487539090849651,9534341489.0,66835090453.0,0.2599886540554099,0.06082516598575549,0.1991634880696544,shap_age,50.571180932884324,"[{""feature"": ""income"", ""psi"": 0.00031956079548582016}, {""feature"": ""age"", ""psi"": 0.00010609680832071659}, {""feature"": ""region"", ""psi"": 2.3662611555447652e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",0.0001123300538404961,0.11749999999999998,27566,-0.009259233973093972,0.01267872573620249,0.88,-0.007572815611090978,0.004574385555790738,0.6,-0.004629616986546986,0.006339362868101245,0.88,-0.5720945884690067,-0.562341677580477,0.0,0.5450872502800621,0.552483457176221,0.0,0.5674497601058861,0.5487539090849651,0.27686265152610007,0.3346236241716475,0.27686265152610007,0.9944558547233043,0.995916932985028,0.5757443429864361,0.9599999999999999,0.7333333333333333,0.9599999999999999,0.0,0.0,0.0,0.46933333333333344,True,0.0,0.0,0.2599886540554099,2.8977623557106447,11,region,0.157248183170453,0.144888,Feature Binning
region,"region IN (Assam, Jharkhand)",categorical,86701,67780,0.086701,0.06778,0.004658317117888785,Stable,0.5565366262739575,0.6076500834898618,0.05111345721590432,0.113073252547915,0.21530016697972365,0.10222691443180865,0.09108008148449365,0.1784700712325249,0.08738998974803125,0.1412440456280781,0.18340218353496607,0.042158137906887966,-2.3543534078223742,-2.4414908301029277,-0.08713742228055343,1.6233268628250452,2.3769104429206784,0.7535835800956332,0.18620534695192473,0.19817609012925064,0.01197074317732591,13995499055.0,17762038893.0,0.06909437174052076,0.08928551112376243,-0.02019113938324167,shap_region,10.307951906182844,"[{""feature"": ""occupation"", ""psi"": 0.05245772409297946}, {""feature"": ""age"", ""psi"": 0.04746359846010513}, {""feature"": ""income"", ""psi"": 0.03147506326641195}, {""feature"": ""region"", ""psi"": 5.294087606768045e-06}]",0.032850419976775826,0.025012818748890962,12431,0.09026532620014834,0.11544198131400013,0.0,0.07633974232395838,0.09671620819253775,0.0,0.04513266310007417,0.057720990657000065,0.0,0.038532756806443746,0.045164905472673315,0.0,0.008966665257646486,0.016423760850335145,0.0,0.042158137906887966,0.01197074317732591,0.009180923773327349,0.0,0.009180923773327349,0.07291397879438427,0.008725729193039997,0.020000311106815792,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.06909437174052076,1.7367285751064538,12,region,0.004658317117888785,0.086836,Feature Binning
region,"region IN (Odisha, West Bengal, Bihar)",categorical,346499,271420,0.346499,0.27142,0.018335229984907817,Stable,0.5581593329210772,0.6109962952480865,0.052836962327009296,0.11631866584215445,0.22199259049617304,0.10567392465401859,0.09500013191003526,0.18114146053064656,0.0861413286206113,0.14390229120430362,0.1841500257902881,0.04024773458598449,-2.343103747050601,-2.468978094451452,-0.1258743474008508,1.648039951302989,2.4574424554068397,0.8094025041038506,0.18520063277340623,0.1965209516921522,0.011320318918745964,55921081044.0,71024982432.0,0.27628734339471445,0.3567534307983905,-0.08046608740367606,shap_region,10.923030682329477,"[{""feature"": ""occupation"", ""psi"": 0.048445748461876714}, {""feature"": ""age"", ""psi"": 0.041884021845688776}, {""feature"": ""income"", ""psi"": 0.03024417252877442}, {""feature"": ""region"", ""psi"": 5.0675229185749385e-06}]",0.03014475258981462,0.025009818856002508,49982,0.09645733532297115,0.11227043232956001,0.0,0.07811882069084695,0.09037550895821962,0.0,0.04822866766148558,0.056135216164780004,0.0,0.03902566913354006,0.04151166499139964,0.0,0.010703120387861005,0.013858424780961245,0.0,0.04024773458598449,0.011320318918745964,0.0,0.00486081724050485,0.0,0.06956247538993955,0.0075295420776759344,0.01639056694162407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.27628734339471445,1.6442598448934218,13,region,0.018335229984907817,0.082213,Feature Binning
region,"region IN (Telangana, Andhra Pradesh, Kerala)",categorical,49746,74860,0.049746,0.07486,0.010263831722282667,Stable,0.5029097841299559,0.4968626475035719,-0.006047136626384009,0.0058195682599118115,-0.006274704992856206,-0.012094273252768017,0.010271453581766066,0.007714745956132196,-0.0025567076256338694,0.5374904514935874,0.3366684477691691,-0.20082200372441833,0.10294841668629856,-0.5772935685479503,-0.680241985234249,0.07026934043467144,-0.1496514335525466,-0.21992077398721804,0.13778210136226549,0.33824000549460886,0.20045790413234338,6966778389.0,14998365077.0,0.058343674302992775,0.044445172473190325,0.01389850182980245,shap_region,49.66908142895478,"[{""feature"": ""age"", ""psi"": 0.00040773315813717016}, {""feature"": ""income"", ""psi"": 0.00039943571370832406}, {""feature"": ""region"", ""psi"": 2.5887842863438078e-06}, {""feature"": ""occupation"", ""psi"": 0.0}]",0.00020243941403295953,0.065,25203,-0.021909321669268587,0.0036563740125610915,0.24,-0.009251762792979547,0.00409464217982502,0.48,-0.010954660834634294,0.0018281870062805457,0.24,-0.20684392826968967,-0.19730583160478207,0.0,0.19702985279313023,0.20656290112129125,0.0,0.20082200372441833,0.20045790413234338,0.3136691736327796,0.35014660720941987,0.3136691736327796,0.35126488021468155,0.35537010841437766,0.33682398862080765,0.5279999999999999,0.6599999999999999,0.5279999999999999,0.0,0.0,0.0,0.6568,True,2.641151903088717e-05,8.862318551697921e-06,0.058343674302992775,1.623741477504213,14,region,0.010263831722282667,0.081187,Feature Binning
region,"region IN (Tamil Nadu, Karnataka)",categorical,49454,74940,0.049454,0.07494,0.010593124616021318,Stable,0.4978729007476044,0.4982059994343757,0.00033309868677133814,-0.004254198504791251,-0.003588001131248575,0.0006661973735426763,0.00693993886343941,0.005862852527241835,-0.0010770863361975747,0.5341125085938447,0.33633573525487054,-0.1977767733389742,0.2075343366583112,-0.6223866383477095,-0.8299209750060207,-0.10465979567415759,-0.08496776049555438,0.019692035178603212,0.14137176548797908,0.3386884939659467,0.1973167284779676,6922980268.0,14987310229.0,0.058300670919099275,0.04416575852700823,0.014134912392091047,shap_age,49.66426240604966,"[{""feature"": ""income"", ""psi"": 0.00031840804567354405}, {""feature"": ""age"", ""psi"": 0.00030397431796689005}, {""feature"": ""region"", ""psi"": 1.5949167957016902e-05}, {""feature"": ""occupation"", ""psi"": 0.0}]",0.00015958288289936274,0.065,25205,-0.013778398959092863,0.01057951897407991,0.88,-0.007716230751534065,0.0033262960813488915,0.84,-0.006889199479546432,0.005289759487039955,0.88,-0.2022814676836844,-0.19034813357756747,0.0,0.19039141941489957,0.20197469071828877,0.0,0.1977767733389742,0.1973167284779676,0.2796823559038689,0.34438670284852185,0.2796823559038689,0.3459225004708546,0.34959321157313267,0.31985342534004935,0.9599999999999999,0.924,0.9599999999999999,0.0,0.0,0.0,0.4312,True,0.0,0.0,0.058300670919099275,1.605713392185879,15,region,0.010593124616021318,0.080286,Feature Binning
income,85877.5 < income <= 90158.5,numeric,33244,20117,0.033244,0.020117,0.006593811174286422,Stable,0.4961229197182148,0.5094384288030638,0.013315509084848964,-0.007754160563570367,0.01887685760612756,0.02663101816969793,0.015795929021615862,0.02862207256779392,0.01282614354617806,0.11409577668150643,0.1332703683451807,0.01917459166367426,-2.0201194974775007,-1.989310592312462,0.030808905165038647,-0.09838140480013918,0.37967645657529175,0.47805786137543094,0.18759359463380382,0.1726977618172454,-0.01489583281655843,5009526741.0,3116487856.0,0.012123144856536969,0.03195871428382879,-0.019835569427291824,shap_age,0.07226560004914845,"[{""feature"": ""region"", ""psi"": 0.0013103812304039062}, {""feature"": ""income"", ""psi"": 0.0009358189853876408}, {""feature"": ""age"", ""psi"": 0.0008618087230117263}, {""feature"": ""occupation"", ""psi"": 0.00016907867831377935}]",0.0008192719042792632,0.0010729930992611535,2681,-0.0005248075593130561,0.055822460659224596,0.08,-0.006759297397349116,0.028689069694266267,0.28,-0.00026240377965652806,0.027911230329612298,0.08,0.01129604375317639,0.02358371179155425,0.0,-0.017786930386784427,-0.0070752928469978845,0.0,0.01917459166367426,0.01489583281655843,0.21052647148505932,0.29026388439369144,0.21052647148505932,0.03259294677067833,0.014105224947663341,0.15160299981643036,0.22,0.5866666666666667,0.22,0.0,0.0,0.0,0.7946666666666667,True,0.0,0.0,0.012123144856536969,0.053003208319809675,16,income,0.006593811174286422,0.00265,Feature Binning
age,44.5 < age <= 45.5,numeric,19132,11749,0.019132,0.011749,0.003599907943402395,Stable,0.5111249968408512,0.503717797149601,-0.007407199691250255,0.02224999368170244,0.007435594299201931,-0.01481439938250051,0.0322073037776448,0.01936282019441586,-0.012844483583228941,0.11310892745139034,0.13303259851902288,0.019923671067632542,-2.1602542277190957,-1.911044955316681,0.24920927240241464,0.3334272922985679,0.1188534457889921,-0.21457384650957578,0.18752468125371105,0.16907387696861387,-0.018450804285097183,2879470095.0,1771511400.0,0.006891183379989594,0.01836983148563142,-0.011478648105641826,shap_age,4.8045351342773516e-11,"[{""feature"": ""region"", ""psi"": 0.0023316706561187987}, {""feature"": ""income"", ""psi"": 0.0011900478407895834}, {""feature"": ""occupation"", ""psi"": 0.0010241335617600998}, {""feature"": ""age"", ""psi"": 0.0}]",0.0011364630146671205,0.0,1563,-0.05243717874559661,0.03656356065021664,0.52,-0.0352942004917698,0.008684615995095802,0.32,-0.026218589372798307,0.01828178032510832,0.52,0.014274153331620146,0.026359736342256922,0.0,-0.025832341060223658,-0.012640769750649193,0.0,0.019923671067632542,0.018450804285097183,0.3209140812602652,0.3901951020676338,0.3209140812602652,0.033907089258338116,0.02064312849301556,0.21731469646790363,0.88,0.5866666666666667,0.88,0.0,0.0,0.0,0.5306666666666666,True,5.997203196327372e-07,0.0,0.006891183379989594,0.037658943974713054,17,age,0.003599907943402395,0.001883,Feature Binning
income,75736.5 < income <= 84197.5,numeric,65041,39566,0.065041,0.039566,0.01266228956314813,Stable,0.4988011105873802,0.5018063725411165,0.0030052619537362935,-0.002397778825239616,0.003612745082232971,0.006010523907472587,0.0073894502351512514,0.0134009322241192,0.006011481988967948,0.11840223858796758,0.12735682151342062,0.008954582925453036,-1.997876997239954,-1.9414084384186518,0.056468558821302084,-0.032075695145751815,0.05585816539154245,0.08793386053729427,0.18286672854247646,0.1756405824838255,-0.007226146058650962,9727079574.0,5931340464.0,0.023072927911486525,0.06205475546767484,-0.038981827556188314,shap_age,1.4761284101296933e-11,"[{""feature"": ""region"", ""psi"": 0.0006252345652167996}, {""feature"": ""age"", ""psi"": 0.0004810845105153368}, {""feature"": ""income"", ""psi"": 0.00034220816057313686}, {""feature"": ""occupation"", ""psi"": 2.4095249762437937e-05}]",0.0003681556215169278,1.9949319973733282e-17,5039,-0.009434623653022745,0.025615753713820175,0.6,-0.0034134844223166496,0.01804709986637468,0.32,-0.0047173118265113724,0.012807876856910087,0.6,0.004620674545366625,0.01185530108774187,0.0,-0.010346165301484961,-0.004281077712341356,0.0,0.008954582925453036,0.007226146058650962,0.2654480335883626,0.3167921582848927,0.2654480335883626,0.014663542175943673,0.0,0.17247035352751233,0.88,0.5866666666666667,0.88,0.0,0.0,0.0,0.5306666666666666,True,0.0,0.0,0.023072927911486525,0.011158380474559727,18,income,0.01266228956314813,0.000558,Feature Binning
income,65001.5 < income <= 75736.5,numeric,83357,50041,0.083357,0.050041,0.01700081895679426,Stable,0.5023922854383931,0.5011344686231819,-0.001257816815211199,0.004784570876786187,0.002268937246363789,-0.002515633630422398,0.008971071814385612,0.008059770945928524,-0.0009113008684570878,0.11441150713197452,0.13159209448252432,0.017180587350549795,-2.0691034708809806,-1.8982376286025417,0.17086584227843882,0.07780638538289553,0.036938775272796986,-0.04086761011009854,0.1855244510356089,0.17013863827196724,-0.015385812763641676,12537149616.0,7509891423.0,0.029213494736587076,0.07998184324121924,-0.05076834850463216,shap_age,1.2227088094433923e-11,"[{""feature"": ""region"", ""psi"": 0.0006005104099347941}, {""feature"": ""age"", ""psi"": 0.00032417269741195}, {""feature"": ""income"", ""psi"": 0.0002879829941235245}, {""feature"": ""occupation"", ""psi"": 3.744338077702906e-06}]",0.0003041026098869929,2.6020852139652106e-18,6585,-0.02009223543941724,0.013056907068958621,0.64,-0.009510950946446549,0.01064612701374404,0.84,-0.01004611771970862,0.006528453534479311,0.64,0.014543039905161577,0.021378271987154196,0.0,-0.01957817014973983,-0.012652585799335815,0.0,0.017180587350549795,0.015385812763641676,0.28815698928870537,0.34374132930231144,0.28815698928870537,0.02909477851961312,0.015006340937351946,0.19283128546733747,0.88,0.924,0.88,0.0,0.0,0.0,0.46319999999999995,True,1.8387677997594955e-06,0.0,0.029213494736587076,0.009780266015544806,19,income,0.01700081895679426,0.000489,Feature Binning
region,"region IN (Haryana, Punjab, Uttarakhand)",categorical,135749,82969,0.135749,0.082969,0.025985734136632913,Stable,0.5009960777936375,0.501224020665341,0.00022794287170346816,0.0019921555872750574,0.0024480413306819937,0.00045588574340693633,0.006519333284624021,0.004789953234869748,-0.0017293800497542727,0.11173562972839579,0.1302173100796683,0.01848168035127251,-2.0833057665835417,-1.9108773260911012,0.17242844049244055,0.03509237424675757,0.03893121905168715,0.0038388448049295823,0.18829609718464776,0.17109751804607626,-0.017198579138571507,20359599575.0,12456519590.0,0.048455889570410214,0.1298858473845977,-0.08142995781418749,shap_age,6.921556219721844e-12,"[{""feature"": ""occupation"", ""psi"": 0.0003063436225606937}, {""feature"": ""income"", ""psi"": 0.00028345289678499935}, {""feature"": ""age"", ""psi"": 0.00013126497239744574}, {""feature"": ""region"", ""psi"": 1.8593003000856856e-05}]",0.0001849136236859989,8.673617379884035e-19,10804,-0.014806779804420805,0.014914091393582829,0.96,-0.005776935621330759,0.007857572128215348,0.92,-0.0074033899022104025,0.007457045696791414,0.96,0.0159943604564986,0.02099864032166877,0.0,-0.019816803388027944,-0.015333554854474503,0.0,0.01848168035127251,0.017198579138571507,0.28024250946317064,0.34692596707249973,0.28024250946317064,0.031377342402175434,0.018340176894809174,0.19142570105916515,0.9599999999999999,0.9599999999999999,0.9599999999999999,0.0,0.0,0.0,0.4240000000000001,True,0.0,0.0,0.048455889570410214,0.0049009189984824,20,region,0.025985734136632913,0.000245,Feature Binning
