Technique,Dev_Count,Mon_Count,Dev_Pct,Mon_Pct,x_dev,x_mon,PSI,Dev_BR,Mon_BR,Delta_BR,br_pvalue,Dev_AUC,Mon_AUC,Delta_AUC,Dev_Gini,Mon_Gini,Delta_Gini,Dev_KS,Mon_KS,Delta_KS,score_shift_pvalue,Dev_EAD,Mon_EAD,Dev_Exposure_Pct,Mon_Exposure_Pct,Exposure_Drift,mean_feature_psi,mean_shap_shift,Calibration_Drift,Root_Cause_Feature,Root_Cause_PSI,Root_Cause_Score,feature_drift_details,Top_SHAP_Feature,Top_SHAP_PSI,Leaf_ID,Segment_Definition,BadRate_pvalue_adj,ScoreShift_pvalue_adj,Statistically_Significant,Business_Impact_Score,SIS_Raw,DIS_Raw,Confidence_Score,PSI_Interpretation,Severity_Score,Portfolio_Impact_Score,Drift_Explanation,Rank,BR_PValue,Score_Shift_PValue,Cluster_ID,Rule_Precision,Rule_Recall,Feature,Bin_Type,Dev_Calibration_Intercept,Mon_Calibration_Intercept,Dev_Calibration_Slope,Mon_Calibration_Slope,Delta_Calibration_Slope,Dev_ECE,Mon_ECE,Delta_ECE,Mon_Default_Count,gini_ci_low,gini_ci_high,gini_p,ks_ci_low,ks_ci_high,ks_p,auc_ci_low,auc_ci_high,auc_p,br_ci_low,br_ci_high,br_p,ece_ci_low,ece_ci_high,ece_p,abs_delta_br,abs_delta_ece,gini_score,ks_score,auc_score,br_score,ece_score,Deterioration_Score,gini_p_adj,ks_p_adj,auc_p_adj,br_p_adj,ece_p_adj,min_p_adj,Significant,Tree_Idx
K-Means Clustering,496,749,0.0992,0.1498,266.0,250.0,0.02085545067368997,0.5362903225806451,0.33377837116154874,-0.2025119514190964,,0.4958483164432822,0.4738036072144289,-0.02204470922885332,-0.0083033671134356,-0.05239278557114224,-0.04408941845770664,0.05707747629944426,0.0891142284569138,0.03203675215746954,,70441769.0,150731554.0,0.08948597830141222,0.11690770239033998,0.027421724088927762,0.012361075666822683,0.06499999999999995,-0.30072890051791884,age,0.033776636917587186,0.205414,"[{""feature"": ""age"", ""psi"": 0.033776636917587186}, {""feature"": ""income"", ""psi"": 0.01566766574970355}, {""feature"": ""region"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_region,40.4563355556972,,Cluster_7: region = South,4.948930154569098e-12,0.9266580858624884,True,0.0187,0.000386,0.000132,1.0,Population Share: Stable,4.1083,0.006605,"Significant bad-rate shift (Dev 53.63% -> Mon 33.38%, p_adj=0.0000)",3,1.2372325386422744e-12,0.9266580858624884,7.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Means Clustering,410,279,0.082,0.0558,54.0,34.0,0.01008556890037708,0.13170731707317074,0.12186379928315412,-0.009843517790016618,,0.4707657095297545,0.5405762304921968,0.06981052096244234,-0.05846858094049101,0.08115246098439366,0.13962104192488467,0.10497295047856847,0.1484993997599039,0.04352644928133542,,61088655.0,43359206.0,0.07760421314507955,0.03362948909111256,-0.04397472405396699,0.03564667551591503,1.3877787807814457e-17,-0.03841933230077915,income,0.06857591756335149,0.2,"[{""feature"": ""income"", ""psi"": 0.06857591756335149}, {""feature"": ""age"", ""psi"": 0.06364671897120946}, {""feature"": ""region"", ""psi"": 0.010364065529099152}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_region,1.3225240791215514e-09,,Cluster_3: region != South AND occupation != Business AND age >= 29.5 AND age < 50.5,0.804515130576246,0.9266580858624884,False,0.0019,0.0,0.0,1.0,Population Share: Stable,4.0,0.007791,"Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",4,0.7039507392542153,0.6281898891779369,3.0,0.40421263791374124,0.9829268292682927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Means Clustering,382,250,0.0764,0.05,41.0,39.0,0.011192535835650273,0.10732984293193717,0.156,0.048670157068062825,,0.5094771475573994,0.5269170008506502,0.017439853293250818,0.018954295114798736,0.05383400170130037,0.034879706586501635,0.122952578499392,0.1198201482561672,-0.003132430243224807,,57032312.0,36480798.0,0.072451221861157,0.02829458174063614,-0.04415664012052087,0.03310349917278829,6.938893903907228e-18,0.15397272983449528,income,0.0909031950252416,0.178157,"[{""feature"": ""income"", ""psi"": 0.0909031950252416}, {""feature"": ""age"", ""psi"": 0.038995171267053576}, {""feature"": ""region"", ""psi"": 0.002515630398858006}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_occupation,1.7579898695623552e-09,,Cluster_6: region = North AND occupation = Business AND age >= 47.5,0.14393610902126674,0.9266580858624884,False,0.0014,0.0,0.0,1.0,Population Share: Stable,3.5631,0.001744,Segment performance stable,5,0.07196805451063337,0.5446080399127435,6.0,0.4050179211469534,0.5916230366492147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Means Clustering,466,281,0.0932,0.0562,64.0,30.0,0.018715745697300307,0.13733905579399142,0.10676156583629894,-0.03057748995769248,,0.4717428482587065,0.36533864541832667,-0.10640420284037982,-0.056514303482587014,-0.26932270916334666,-0.21280840568075965,0.09779228855721392,0.26387782204515275,0.16608553348793884,,68770849.0,42825251.0,0.08736331850757037,0.033215352498121326,-0.054147966009449044,0.024261570817101397,0.00162931666488477,-0.09441055014012512,age,0.055517962708487134,0.14069,"[{""feature"": ""age"", ""psi"": 0.055517962708487134}, {""feature"": ""income"", ""psi"": 0.04152832055991846}, {""feature"": ""region"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,0.09279880613300065,,Cluster_10: region != North AND region != South AND occupation = Business AND age < 48.5,0.2995452317179807,0.36965252687996236,False,0.0023,0.000199,0.0,1.0,Population Share: Stable,2.8138,0.01196,"Gini drop 0.2128 (Dev -0.0565 -> Mon -0.2693) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",6,0.22222220911489776,0.11131278415078803,10.0,0.925,0.9527896995708155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Means Clustering,344,209,0.0688,0.0418,47.0,30.0,0.013454299946031862,0.13662790697674418,0.14354066985645933,0.006912762879715151,,0.5913747403109105,0.3558659217877095,-0.23550881852320105,0.18274948062182106,-0.28826815642458103,-0.4710176370464021,0.2290995056952504,0.2869646182495345,0.057865112554284115,,52727877.0,29597248.0,0.06698306592927177,0.022955686244414925,-0.04402737968485684,0.022797435233016753,5.204170427930421e-18,0.0247558342976692,age,0.04992420359658424,0.131048,"[{""feature"": ""age"", ""psi"": 0.04992420359658424}, {""feature"": ""income"", ""psi"": 0.04126553733548277}, {""feature"": ""region"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,2.8070336628024637e-09,,Cluster_8: region = North AND occupation = Business AND age >= 47.5,0.8198979285667383,0.9266580858624884,False,0.0014,0.000226,0.0,1.0,Population Share: Stable,2.621,0.019689,"Gini drop 0.4710 (Dev 0.1827 -> Mon -0.2883) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",7,0.8198979285667383,0.8314644262985013,8.0,0.557347670250896,0.9040697674418605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K-Means Clustering,430,239,0.086,0.0478,41.0,30.0,0.022435687288082914,0.09534883720930233,0.12552301255230125,0.03017417534299892,,0.5286851840240767,0.46666666666666673,-0.062018517357409986,0.05737036804815343,-0.06666666666666654,-0.12403703471481997,0.15963383284218446,0.12519936204146734,-0.034434470800717126,,64979113.0,35660863.0,0.08254647176681512,0.02765863847318052,-0.0548878332936346,0.020556533399794436,6.071532165918825e-18,0.0949346982649204,age,0.052292200001808835,0.085416,"[{""feature"": ""age"", ""psi"": 0.052292200001808835}, {""feature"": ""income"", ""psi"": 0.0299339335973689}, {""feature"": ""region"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_region,3.274645319581215e-09,,Cluster_9: region != South AND occupation != Business AND age >= 50.5,0.2995452317179807,0.9266580858624884,False,0.0015,8.2e-05,0.0,1.0,Population Share: Stable,1.7083,0.005929,"Gini drop 0.1240 (Dev 0.0574 -> Mon -0.0667) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",8,0.2246589237884855,0.7395935074103585,9.0,0.45842450765864334,0.9744186046511628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,397,1370,0.0794,0.274,286.0,212.0,0.2410373470410672,0.7204030226700252,0.15474452554744525,-0.56565849712258,0.0,0.49757449757449757,0.4879305569133509,-0.009643940661146655,-0.00485100485100487,-0.02413888617329818,-0.01928788132229331,0.04526554526554527,0.07277511649884316,0.02750957123329789,0.13861969757998588,73664679.0,517872657.0,0.09358021469583616,0.40166309478007917,0.308082880084243,0.016434110181150537,0.11749999999999998,-0.7351021803054077,age,0.04657770070614394,0.66676,"[{""feature"": ""age"", ""psi"": 0.04657770070614394}, {""feature"": ""income"", ""psi"": 0.01915874001845821}, {""feature"": ""region"", ""psi"": 0.0}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,40.83752309032626,,region = West,0.0,0.21783095333997782,True,0.1387,0.001061,0.000766,1.0,Population Share: Moderate Drift,13.3352,0.005285,"Population shift (Dev 7.9% -> Mon 27.4%, PSI 0.2410) | Significant bad-rate shift (Dev 72.04% -> Mon 15.47%, p_adj=0.0000)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,773,768,0.1546,0.1536,228.0,186.0,6.489315439749776e-06,0.2949547218628719,0.2421875,-0.052767221862871916,0.019462959378730105,0.7344519555770159,0.6277574548276245,-0.10669450074939146,0.46890391115403185,0.2555149096552489,-0.21338900149878293,0.5144213745372606,0.27552377785167936,-0.2388975966855812,8.13369414716271e-18,113710759.0,139789282.0,0.14445290992778892,0.10842085378762373,-0.03603205614016519,0.10683983692585619,0.07649371951137342,-0.2009959587516058,region,0.2119385079643885,0.626051,"[{""feature"": ""region"", ""psi"": 0.2119385079643885}, {""feature"": ""income"", ""psi"": 0.16769340702450178}, {""feature"": ""age"", ""psi"": 0.04772743271453453}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_age,19.7939348448761,,36 <= age < 46 AND occupation = Salaried,0.03254157265613656,1.7894127123757963e-16,True,0.0202,0.001777,0.0,1.0,Population Share: Stable,12.521,0.032777,"Gini drop 0.2134 (Dev 0.4689 -> Mon 0.2555) | KS drop 0.2389 (Dev 0.5144 -> Mon 0.2755) | Significant bad-rate shift (Dev 29.50% -> Mon 24.22%, p_adj=0.0325) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,358,459,0.0716,0.0918,159.0,139.0,0.00502004791792887,0.4441340782122905,0.3028322440087146,-0.1413018342035759,3.139817652275667e-05,0.677443822888025,0.5471672661870504,-0.1302765567009746,0.3548876457760499,0.09433453237410072,-0.2605531134019492,0.3705319048070541,0.12369604316546767,-0.24683586164158644,0.0006075856925771906,52496395.0,88268114.0,0.06668900186013735,0.0684609302314272,0.001771928371289852,0.06415898167613539,0.07846641046238483,-0.2772576147540849,region,0.14679875243928206,0.434322,"[{""feature"": ""region"", ""psi"": 0.14679875243928206}, {""feature"": ""income"", ""psi"": 0.04523792427474378}, {""feature"": ""occupation"", ""psi"": 0.03999739061379727}, {""feature"": ""age"", ""psi"": 0.024601859376718417}]",shap_region,31.726118401973608,,36 <= age < 46 AND income < 6.009e+04,0.0001151266472501078,0.0013366885236698193,True,0.008,0.000819,0.000192,1.0,Population Share: Stable,8.6864,0.023919,"Gini drop 0.2606 (Dev 0.3549 -> Mon 0.0943) | KS drop 0.2468 (Dev 0.3705 -> Mon 0.1237) | Significant bad-rate shift (Dev 44.41% -> Mon 30.28%, p_adj=0.0001) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoSlicer,690,621,0.138,0.1242,99.0,125.0,0.0014539751160780052,0.14347826086956522,0.20128824476650564,0.05780998389694042,0.005490649614994014,0.6100770821583004,0.5649677419354838,-0.04510934022281654,0.22015416431660073,0.12993548387096765,-0.09021868044563308,0.17756242629339075,0.17764516129032254,8.27349969317881e-05,1.0319956730612782e-13,116561355.0,184582186.0,0.14807417576797663,0.14316232198764686,-0.004911853780329767,0.052755634010863375,0.0343558776167472,0.07088051539829643,region,0.11638353388358506,0.278127,"[{""feature"": ""region"", ""psi"": 0.11638353388358506}, {""feature"": ""age"", ""psi"": 0.06020540284611952}, {""feature"": ""income"", ""psi"": 0.03443359931374892}, {""feature"": ""occupation"", ""psi"": 0.0}]",shap_occupation,11.624945855858778,,income >= 1.203e+05 AND occupation = Business,0.01207942915298683,6.486829944956606e-13,True,0.0194,0.000802,0.0,1.0,Population Share: Stable,5.5625,0.011205,"Gini drop 0.0902 (Dev 0.2202 -> Mon 0.1299) | Significant bad-rate shift (Dev 14.35% -> Mon 20.13%, p_adj=0.0121) | Population share stable (low PSI) but the score no longer separates risk inside this segment -- concept drift, not exposure drift",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
